name,Ungültige,Gültige,SPD,Union,Grüne,FDP,AfD,Linke,SSW,Die PARTEI,FREIE WÄHLER,Volt,MLPD,BÜNDNIS DEUTSCHLAND,BSW,EB:Krüger-Winands,dieBasis,Team Todenhöfer,ÖDP,PdH,Tierschutzpartei,Übrige,EB:Baasch,EB:Kisifli,PIRATEN,EB:Dröse,EB:Michalsky,EB:Krüger,EB:Manske,EB:Knauer,EB:Nietfeld,EB:Bellgardt,EB:Wolter,EB:Hönig,MENSCHLICHE WELT,MERA25,Verjüngungsforschung,EB:Schultz,EB:Krämer,EB:Müller,EB:Kohle,EB:Gliese,EB:Kersten,EB:Sanftleben,EB:Hartwig,EB:Farle,BüSo,SGP,PdF,EB:Thomas,EB:Pape,EB:Wendt,EB:Heider,WerteUnion,Bündnis C,EB:Przybylski,EB:Füllmich,EB:Link,EB:Gaisenkersting,EB:Bachmann,EB:Neurauter,EB:Martinschledde,EB:Meyer,EB:Turck,EB:Schulte,EB:Busse,EB:Mauer,EB:Schubert,EB:Jäger,EB:Reitz,EB:Wächter,EB:Sollwedel,EB:Emre,EB:Stöber,EB:Hahn,EB:Pradel,EB:Papst,EB:Horn,EB:Hösch,BP,EB:Winter,EB:Lieb,EB:Treppe,EB:Dippel,EB:Zibi,EB:Hamid,EB:Dorn,EB:Wenz,EB:Demir,EB:Miller,EB:Weißer,EB:Otterbach,EB:Raidt
Flensburg – Schleswig,0.51223,99.48777,15.924417,24.850178,15.943698,3.682762,15.254255,8.292078,10.722065,0.631599,0.592515,0.755104,0.027619,0.170928,3.152782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nordfriesland – Dithmarschen Nord,0.546324,99.453676,17.420789,29.625609,12.270869,4.981853,16.063826,6.174672,8.020142,0.697773,0.7187,0.668999,0.03139,0.116405,3.208972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Steinburg – Dithmarschen Süd,0.547157,99.452843,17.584757,29.233062,11.038381,5.106737,20.367191,6.632233,3.42876,0.83315,1.059124,0.84414,0.030908,0.162097,3.67946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rendsburg-Eckernförde,0.49738,99.50262,17.721357,29.2643,14.696527,4.635121,16.020181,6.344453,6.115494,0.676392,0.577934,0.567447,0.024469,0.173613,3.182713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kiel,0.518615,99.481385,19.294205,19.747578,22.938025,3.948674,10.753477,13.697996,3.813985,0.87608,0.345742,1.158687,0.036679,0.111239,3.277634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Plön – Neumünster,0.641472,99.358528,19.166521,28.610985,13.989695,4.3111,18.003575,6.769479,3.170586,0.695384,0.813151,0.783008,0.02804,0.124076,3.534401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pinneberg,0.491753,99.508247,20.23189,28.863781,14.532985,5.060732,15.602125,7.57128,1.994792,0.682323,0.658743,1.011444,0.02358,0.193158,3.573167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Segeberg – Stormarn-Mitte,0.492553,99.507447,19.08422,29.06289,13.684926,5.213079,17.200215,7.072382,2.094447,0.803766,0.818017,1.028935,0.024227,0.220893,3.692004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ostholstein – Stormarn-Nord,0.524585,99.475415,19.674656,31.149038,12.729091,5.10417,17.663922,5.956865,2.111404,0.709357,0.903363,0.727358,0.028001,0.148005,3.09477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Herzogtum Lauenburg – Stormarn-Süd,0.50038,99.49962,19.256912,29.718214,13.937131,5.357462,17.176729,6.88644,1.317868,0.658934,0.857001,0.954102,0.027536,0.149275,3.702398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lübeck,0.579724,99.420276,21.119786,22.53429,17.896884,3.901667,15.653091,10.495182,1.873813,0.806781,0.707604,1.075473,0.063304,0.13927,3.732855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Schwerin – Ludwigslust-Parchim I – Nordwestmecklenburg I,0.824599,99.175401,14.489156,18.899333,5.571398,3.29355,32.257781,11.477257,NA,NA,1.160048,0.61611,0.107379,0.414261,10.358283,NA,NA,NA,NA,NA,1.355443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ludwigslust-Parchim II – Nordwestmecklenburg II – Landkreis Rostock I,0.694483,99.305517,14.227944,18.428928,4.788405,3.042838,34.77406,10.723207,NA,NA,1.162474,0.616482,0.058742,0.23806,10.558111,NA,NA,NA,NA,NA,1.380747,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rostock – Landkreis Rostock II,0.60801,99.39199,14.250084,16.801483,8.947871,3.402427,25.62184,17.269408,NA,NA,0.843725,0.956072,0.134816,0.308392,9.900011,NA,NA,NA,NA,NA,1.563869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vorpommern-Rügen – Vorpommern-Greifswald I,0.724113,99.275887,10.346598,17.653511,6.195532,3.352514,35.47073,12.542345,NA,NA,1.150823,0.741281,0.072399,0.254478,10.142907,NA,NA,NA,NA,NA,2.076884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mecklenburgische Seenplatte I – Vorpommern-Greifswald II,0.821582,99.178418,9.773422,17.310436,2.829827,3.147515,42.850806,9.484505,NA,NA,1.016004,0.386621,0.056345,0.245759,11.393634,NA,NA,NA,NA,NA,1.505125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mecklenburgische Seenplatte II – Landkreis Rostock III,0.88862,99.11138,11.410602,17.894056,3.369586,2.909669,39.832495,10.28971,NA,NA,1.024133,0.366929,0.060317,0.456776,11.145458,NA,NA,NA,NA,NA,1.240269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hamburg-Mitte,0.573787,99.426213,22.185648,15.698996,20.259509,4.117735,10.523158,18.996475,NA,0.56595,0.347746,1.603347,0.067956,0.129011,4.528128,NA,NA,NA,NA,NA,0.976343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hamburg-Altona,0.421139,99.578861,20.556812999999998,19.51753,23.687305,4.666026,7.334404,18.001593,NA,0.381197,0.228845,1.430594,0.064481,0.097986,3.315717,NA,NA,NA,NA,NA,0.71751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hamburg-Eimsbüttel,0.391643,99.608357,22.369035,20.224399,23.87028,4.909035,7.587406,14.520516,NA,0.381672,0.288375,1.638768,0.039985,0.101173,3.268449,NA,NA,NA,NA,NA,0.800906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hamburg-Nord,0.356373,99.643627,22.527588,26.080856,21.071677,5.853185,8.324014,10.191378,NA,0.329163,0.3107,1.389973,0.024793,0.094423000000000007,3.009938,NA,NA,NA,NA,NA,0.792311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hamburg-Wandsbek,0.554558,99.445442,24.871344,22.327829,14.509541,4.101919,14.125108000000001,11.467047,NA,0.462102,0.519655,1.480178,0.044701,0.141368,4.740592,NA,NA,NA,NA,NA,1.208616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hamburg-Bergedorf – Harburg,0.662737,99.337263,23.745755,20.369475,12.550913,3.286237,17.284473,13.928135,NA,0.46411,0.516081,1.376014,0.063453,0.170415,5.172893,NA,NA,NA,NA,NA,1.072046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aurich – Emden,0.652541,99.347459,28.624994,23.27793,8.241371,3.266034,21.041097,7.532825,NA,0.414396,0.851419,0.384011,0.02198,0.104084,4.168525,NA,0.24825,NA,NA,0.045254,1.617502,NA,NA,NA,0.160328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Unterems,0.529573,99.470427,21.748478,32.776603,7.233943,3.91283,20.877889,6.568706,NA,0.437576,0.726589,0.343266,0.01369,0.115605,3.729788,NA,0.273802,NA,NA,0.051718,1.052109,NA,NA,NA,0.137408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Friesland – Wilhelmshaven – Wittmund,0.588836,99.411164,25.489267,26.427781,8.386585,3.976841,20.199709,7.26864,NA,0.551635,0.82245,0.504276,0.034019,0.132739,4.083566,NA,0.366867,NA,NA,0.076042,1.522832,NA,NA,NA,0.156752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oldenburg – Ammerland,0.412912,99.587088,23.823032,23.850466,16.49024,4.428352,12.900454,11.23264,NA,0.500034,0.489163,0.891364,0.02847,0.103527,3.809263,NA,0.174442,NA,NA,0.089551,1.04976,NA,NA,NA,0.139243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Delmenhorst – Wesermarsch – Oldenburg-Land,0.522004,99.477996,23.812266,26.130154,10.014124,4.914987,19.531208,7.395839,NA,0.468249,1.041338,0.576892,0.016296,0.192297,4.158292,NA,0.218915,NA,NA,0.070618,1.301537,NA,NA,NA,0.156988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cuxhaven – Stade II,0.500113,99.499887,23.991347,29.770903,8.84519,3.772289,20.034458,6.011439,NA,0.411299,0.797984,0.62634,0.015545,0.123066,3.711404,NA,0.343289,NA,NA,0.042101,1.356962,NA,NA,NA,0.146383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stade I – Rotenburg II,0.457706,99.542294,21.986741,30.688874,10.941679,4.022888,18.333504,7.085885,NA,0.494672,0.667777,0.751324,0.01683,0.127425,3.313639,NA,0.26687,NA,NA,0.06792,1.060869,NA,NA,NA,0.173105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mittelems,0.460585,99.539415,21.230552,39.276471,8.688384,4.491717,14.341675,6.34963,NA,0.384673,0.639948,0.368058,0.014098,0.144504,2.927345,NA,0.166155,NA,NA,0.05186,0.814662,NA,NA,NA,0.110266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cloppenburg – Vechta,0.534257,99.465743,15.605126,39.541079,7.131424,4.529048,20.600937,6.186619,NA,0.342686,0.915263,0.457094,0.011817,0.124076,3.341462,NA,0.196588,NA,NA,0.055861,0.823414,NA,NA,NA,0.137504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Diepholz – Nienburg I,0.465162,99.534838,22.826949,30.425189,10.262799,4.571092,17.567869,6.806124,NA,0.430767,1.206768,0.501426,0.017974,0.1314,3.671749,NA,0.257221,NA,NA,0.057642,1.119995,NA,NA,NA,0.145035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Osterholz – Verden,0.450147,99.549853,22.980897,28.006287,12.36368,4.197195,17.64176,7.28872,NA,0.42377,0.576109,0.711522,0.021763,0.143272,3.948132,NA,0.264781,NA,NA,0.068915,1.213275,NA,NA,NA,0.149921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rotenburg I – Heidekreis,0.553917,99.446083,24.783729,28.094719,9.230947,3.692667,19.819768,7.051999,NA,0.42641,0.96321,0.71862,0.01443,0.121935,3.437976,NA,0.212844,NA,NA,0.063493,1.22151,NA,NA,NA,0.145744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Harburg,0.403118,99.596882,20.485699,30.402055,12.899805,4.86043,16.810851,7.050433,NA,0.403603,0.916705,0.83759,0.017772,0.116953,3.564774,NA,0.28149,NA,NA,0.060196,1.142012,NA,NA,NA,0.149631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lüchow-Dannenberg – Lüneburg,0.436076,99.563924,20.985079,24.063288,16.616886,3.649016,16.235916,10.365226,NA,0.519622,1.21677,0.633006,0.022677,0.094595,3.862825,NA,0.366716,NA,NA,0.057016,1.144205,NA,NA,NA,0.16716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Osnabrück-Land,0.50135,99.49865,22.232874,32.06116,9.852252,4.307814,18.099409,6.530622,NA,0.378057,0.888524,0.421195,0.02097,0.119828,3.688903,NA,0.288186,NA,NA,0.059315,0.903503,NA,NA,NA,0.147388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stadt Osnabrück,0.412295,99.587705,24.464005,26.272309,15.957705,4.133798,11.526149,11.066769,NA,0.430785,0.526515,0.782624,0.031703,0.087649,3.42639,NA,0.26419,NA,NA,0.067135,0.823652,NA,NA,NA,0.138622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nienburg II – Schaumburg,0.521227,99.478773,24.31075,27.385572,9.923927,3.788324,20.583055,6.531922,NA,0.486943,1.010262,0.462053,0.019146,0.120619,3.666428,NA,0.202308,NA,NA,0.083604,1.266816,NA,NA,NA,0.158272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
