doc_id,sentence_id,token_id,token,lemma,pos,tag,kandydat
text29,6,7,him,he,PRON,PRP,Harris
text29,6,8,.,.,PUNCT,.,Harris
text29,7,1,But,but,CCONJ,CC,Harris
text29,7,2,I,I,PRON,PRP,Harris
text29,7,3,was,be,AUX,VBD,Harris
text29,7,4,given,give,VERB,VBN,Harris
text29,7,5,a,a,DET,DT,Harris
text29,7,6,fraction,fraction,NOUN,NN,Harris
text29,7,7,of,of,ADP,IN,Harris
text29,7,8,that,that,PRON,DT,Harris
text29,7,9,",",",",PUNCT,",",Harris
text29,7,10,a,a,DET,DT,Harris
text29,7,11,tiny,tiny,ADJ,JJ,Harris
text29,7,12,fraction,fraction,NOUN,NN,Harris
text29,7,13,",",",",PUNCT,",",Harris
text29,7,14,and,and,CCONJ,CC,Harris
text29,7,15,I,I,PRON,PRP,Harris
text29,7,16,built,build,VERB,VBD,Harris
text29,7,17,it,it,PRON,PRP,Harris
text29,7,18,into,into,ADP,IN,Harris
text29,7,19,many,many,ADJ,JJ,Harris
text29,7,20,",",",",PUNCT,",",Harris
text29,7,21,many,many,ADJ,JJ,Harris
text29,7,22,billions,billion,NOUN,NNS,Harris
text29,7,23,of,of,ADP,IN,Harris
text29,7,24,dollars,dollar,NOUN,NNS,Harris
text29,7,25,.,.,PUNCT,.,Harris
text29,8,1,Many,many,ADJ,JJ,Harris
text29,8,2,",",",",PUNCT,",",Harris
text29,8,3,many,many,ADJ,JJ,Harris
text29,8,4,billions,billion,NOUN,NNS,Harris
text29,8,5,.,.,PUNCT,.,Harris
text29,9,1,And,and,CCONJ,CC,Harris
text29,9,2,when,when,SCONJ,WRB,Harris
text29,9,3,people,people,NOUN,NNS,Harris
text29,9,4,see,see,VERB,VBP,Harris
text29,9,5,it,it,PRON,PRP,Harris
text29,9,6,",",",",PUNCT,",",Harris
text29,9,7,they,they,PRON,PRP,Harris
text29,9,8,are,be,AUX,VBP,Harris
text29,9,9,even,even,ADV,RB,Harris
text29,9,10,surprised,surprised,ADJ,JJ,Harris
text29,9,11,.,.,PUNCT,.,Harris
text29,10,1,So,so,ADV,RB,Harris
text29,10,2,",",",",PUNCT,",",Harris
text29,10,3,we,we,PRON,PRP,Harris
text29,10,4,do,do,AUX,VBP,Harris
text29,10,5,n't,not,PART,RB,Harris
text29,10,6,have,have,VERB,VB,Harris
text29,10,7,to,to,PART,TO,Harris
text29,10,8,talk,talk,VERB,VB,Harris
text29,10,9,about,about,ADP,IN,Harris
text29,10,10,that,that,PRON,DT,Harris
text29,10,11,.,.,PUNCT,.,Harris
text29,11,1,Fracking,fracke,VERB,VBG,Harris
text29,11,2,?,?,PUNCT,.,Harris
text29,12,1,She,she,PRON,PRP,Harris
text29,12,2,'s,be,AUX,VBZ,Harris
text29,12,3,been,be,AUX,VBN,Harris
text29,12,4,against,against,ADP,IN,Harris
text29,12,5,it,it,PRON,PRP,Harris
text29,12,6,for,for,ADP,IN,Harris
text29,12,7,12,12,NUM,CD,Harris
text29,12,8,years,year,NOUN,NNS,Harris
text29,12,9,.,.,PUNCT,.,Harris
text29,13,1,Uh,uh,INTJ,UH,Harris
text29,13,2,",",",",PUNCT,",",Harris
text29,13,3,defund,defund,VERB,VBD,Harris
text29,13,4,the,the,DET,DT,Harris
text29,13,5,police,police,NOUN,NN,Harris
text29,13,6,.,.,PUNCT,.,Harris
text29,14,1,She,she,PRON,PRP,Harris
text29,14,2,'s,be,AUX,VBZ,Harris
text29,14,3,been,be,AUX,VBN,Harris
text29,14,4,against,against,ADP,IN,Harris
text29,14,5,that,that,PRON,DT,Harris
text29,14,6,forever,forever,ADV,RB,Harris
text29,14,7,.,.,PUNCT,.,Harris
text29,15,1,She,she,PRON,PRP,Harris
text29,15,2,gave,give,VERB,VBD,Harris
text29,15,3,all,all,DET,PDT,Harris
text29,15,4,that,that,DET,DT,Harris
text29,15,5,stuff,stuff,NOUN,NN,Harris
text29,15,6,up,up,ADP,IN,Harris
text29,15,7,",",",",PUNCT,",",Harris
text29,15,8,very,very,ADV,RB,Harris
text29,15,9,wrongly,wrongly,ADV,RB,Harris
text29,15,10,",",",",PUNCT,",",Harris
text29,15,11,very,very,ADV,RB,Harris
text29,15,12,horribly,horribly,ADV,RB,Harris
text29,15,13,.,.,PUNCT,.,Harris
text29,16,1,And,and,CCONJ,CC,Harris
text29,16,2,everybody,everybody,PRON,NN,Harris
text29,16,3,'s,be,AUX,VBZ,Harris
text29,16,4,laughing,laugh,VERB,VBG,Harris
text29,16,5,at,at,ADP,IN,Harris
text29,16,6,it,it,PRON,PRP,Harris
text29,16,7,",",",",PUNCT,",",Harris
text29,17,1,okay,okay,ADJ,JJ,Harris
text29,17,2,?,?,PUNCT,.,Harris
text29,18,1,They,they,PRON,PRP,Harris
text29,18,2,'re,be,AUX,VBP,Harris
text29,18,3,all,all,PRON,DT,Harris
text29,18,4,laughing,laugh,VERB,VBG,Harris
text29,18,5,at,at,ADP,IN,Harris
text29,18,6,it,it,PRON,PRP,Harris
text29,18,7,.,.,PUNCT,.,Harris
text29,19,1,She,she,PRON,PRP,Harris
text29,19,2,gave,give,VERB,VBD,Harris
text29,19,3,up,up,ADP,RP,Harris
text29,19,4,at,at,ADV,RB,Harris
text29,19,5,least,least,ADV,RBS,Harris
text29,19,6,12,12,NUM,CD,Harris
text29,19,7,and,and,CCONJ,CC,Harris
text29,19,8,probably,probably,ADV,RB,Harris
text29,19,9,14,14,NUM,CD,Harris
text29,19,10,or,or,CCONJ,CC,Harris
text29,19,11,15,15,NUM,CD,Harris
text29,19,12,different,different,ADJ,JJ,Harris
text29,19,13,policies,policy,NOUN,NNS,Harris
text29,19,14,.,.,PUNCT,.,Harris
text29,20,1,Like,like,INTJ,UH,Harris
text29,20,2,",",",",PUNCT,",",Harris
text29,20,3,she,she,PRON,PRP,Harris
text29,20,4,was,be,AUX,VBD,Harris
text29,20,5,big,big,ADJ,JJ,Harris
text29,20,6,on,on,ADP,IN,Harris
text29,20,7,defund,defund,VERB,VBD,Harris
text29,20,8,the,the,DET,DT,Harris
text29,20,9,police,police,NOUN,NN,Harris
text29,20,10,.,.,PUNCT,.,Harris
text30,1,1,In,in,ADP,IN,Harris
text30,1,2,Minnesota,Minnesota,PROPN,NNP,Harris
text30,1,3,",",",",PUNCT,",",Harris
text30,1,4,she,she,PRON,PRP,Harris
text30,1,5,went,go,VERB,VBD,Harris
text30,1,6,out,out,ADP,RP,Harris
text30,1,7,--,--,PUNCT,:,Harris
text30,1,8,wait,wait,VERB,VB,Harris
text30,1,9,a,a,DET,DT,Harris
text30,1,10,minute,minute,NOUN,NN,Harris
text30,1,11,.,.,PUNCT,.,Harris
text30,2,1,I,I,PRON,PRP,Harris
text30,2,2,'m,be,AUX,VBP,Harris
text30,2,3,talking,talk,VERB,VBG,Harris
text30,2,4,now,now,ADV,RB,Harris
text30,2,5,.,.,PUNCT,.,Harris
text30,3,1,If,if,SCONJ,IN,Harris
text30,3,2,you,you,PRON,PRP,Harris
text30,3,3,do,do,AUX,VBP,Harris
text30,3,4,n't,not,PART,RB,Harris
text30,3,5,mind,mind,VERB,VB,Harris
text30,3,6,.,.,PUNCT,.,Harris
text30,4,1,Please,please,INTJ,UH,Harris
text30,4,2,.,.,PUNCT,.,Harris
text30,5,1,Does,do,AUX,VBZ,Harris
text30,5,2,that,that,PRON,DT,Harris
text30,5,3,sound,sound,VERB,VB,Harris
text30,5,4,familiar,familiar,ADJ,JJ,Harris
text30,5,5,?,?,PUNCT,.,Harris
text31,1,1,She,she,PRON,PRP,Harris
text31,1,2,went,go,VERB,VBD,Harris
text31,1,3,out,out,ADP,RP,Harris
text31,1,4,--,--,PUNCT,:,Harris
text31,1,5,she,she,PRON,PRP,Harris
text31,1,6,went,go,VERB,VBD,Harris
text31,1,7,out,out,ADP,RP,Harris
text31,1,8,in,in,ADP,IN,Harris
text31,1,9,Minnesota,Minnesota,PROPN,NNP,Harris
text31,1,10,and,and,CCONJ,CC,Harris
text31,1,11,wanted,want,VERB,VBD,Harris
text31,1,12,to,to,PART,TO,Harris
text31,1,13,let,let,VERB,VB,Harris
text31,1,14,criminals,criminal,NOUN,NNS,Harris
text31,1,15,that,that,PRON,WDT,Harris
text31,1,16,killed,kill,VERB,VBD,Harris
text31,1,17,people,people,NOUN,NNS,Harris
text31,1,18,",",",",PUNCT,",",Harris
text31,1,19,that,that,PRON,WDT,Harris
text31,1,20,burned,burn,VERB,VBD,Harris
text31,1,21,down,down,ADP,RP,Harris
text31,1,22,Minneapolis,Minneapolis,PROPN,NNP,Harris
text31,1,23,",",",",PUNCT,",",Harris
text31,1,24,she,she,PRON,PRP,Harris
text31,1,25,went,go,VERB,VBD,Harris
text31,1,26,out,out,ADP,RP,Harris
text31,1,27,and,and,CCONJ,CC,Harris
text31,1,28,raised,raise,VERB,VBD,Harris
text31,1,29,money,money,NOUN,NN,Harris
text31,1,30,to,to,PART,TO,Harris
text31,1,31,get,get,VERB,VB,Harris
text31,1,32,them,they,PRON,PRP,Harris
text31,1,33,out,out,ADP,IN,Harris
text31,1,34,of,of,ADP,IN,Harris
text31,1,35,jail,jail,NOUN,NN,Harris
text31,1,36,.,.,PUNCT,.,Harris
text31,2,1,She,she,PRON,PRP,Harris
text31,2,2,did,do,VERB,VBD,Harris
text31,2,3,things,thing,NOUN,NNS,Harris
text31,2,4,that,that,PRON,WDT,Harris
text31,2,5,nobody,nobody,PRON,NN,Harris
text31,2,6,would,would,AUX,MD,Harris
text31,2,7,ever,ever,ADV,RB,Harris
text31,2,8,think,think,VERB,VB,Harris
text31,2,9,of,of,ADP,IN,Harris
text31,2,10,.,.,PUNCT,.,Harris
text31,3,1,Now,now,ADV,RB,Harris
text31,3,2,she,she,PRON,PRP,Harris
text31,3,3,wants,want,VERB,VBZ,Harris
text31,3,4,to,to,PART,TO,Harris
text31,3,5,do,do,VERB,VB,Harris
text31,3,6,transgender,transgender,NOUN,NN,Harris
text31,3,7,operations,operation,NOUN,NNS,Harris
text31,3,8,on,on,ADP,IN,Harris
text31,3,9,illegal,illegal,ADJ,JJ,Harris
text31,3,10,aliens,alien,NOUN,NNS,Harris
text31,3,11,that,that,PRON,WDT,Harris
text31,3,12,are,be,AUX,VBP,Harris
text31,3,13,in,in,ADP,IN,Harris
text31,3,14,prison,prison,NOUN,NN,Harris
text31,3,15,.,.,PUNCT,.,Harris
text31,4,1,This,this,PRON,DT,Harris
text31,4,2,is,be,AUX,VBZ,Harris
text31,4,3,a,a,DET,DT,Harris
text31,4,4,radical,radical,ADJ,JJ,Harris
text31,4,5,left,left,ADJ,JJ,Harris
text31,4,6,liberal,liberal,ADJ,JJ,Harris
text31,4,7,that,that,PRON,WDT,Harris
text31,4,8,would,would,AUX,MD,Harris
text31,4,9,do,do,VERB,VB,Harris
text31,4,10,this,this,PRON,DT,Harris
text31,4,11,.,.,PUNCT,.,Harris
text31,5,1,She,she,PRON,PRP,Harris
text31,5,2,wants,want,VERB,VBZ,Harris
text31,5,3,to,to,PART,TO,Harris
text31,5,4,confiscate,confiscate,VERB,VB,Harris
text31,5,5,your,your,PRON,PRP$,Harris
text31,5,6,guns,gun,NOUN,NNS,Harris
text31,5,7,and,and,CCONJ,CC,Harris
text31,5,8,she,she,PRON,PRP,Harris
text31,5,9,will,will,AUX,MD,Harris
text31,5,10,never,never,ADV,RB,Harris
text31,5,11,allow,allow,VERB,VB,Harris
text31,5,12,fracking,fracke,VERB,VBG,Harris
text31,5,13,in,in,ADP,IN,Harris
text31,5,14,Pennsylvania,Pennsylvania,PROPN,NNP,Harris
text31,5,15,.,.,PUNCT,.,Harris
text31,6,1,If,if,SCONJ,IN,Harris
text31,6,2,she,she,PRON,PRP,Harris
text31,6,3,won,win,VERB,VBD,Harris
text31,6,4,the,the,DET,DT,Harris
text31,6,5,election,election,NOUN,NN,Harris
text31,6,6,",",",",PUNCT,",",Harris
text31,6,7,fracking,fracke,VERB,VBG,Harris
text31,6,8,in,in,ADP,IN,Harris
text31,6,9,Pennsylvania,Pennsylvania,PROPN,NNP,Harris
text31,6,10,will,will,AUX,MD,Harris
text31,6,11,end,end,VERB,VB,Harris
text31,6,12,on,on,ADP,IN,Harris
text31,6,13,day,day,NOUN,NN,Harris
text31,6,14,one,one,NUM,CD,Harris
text31,6,15,.,.,PUNCT,.,Harris
text31,7,1,Just,just,ADV,RB,Harris
text31,7,2,to,to,PART,TO,Harris
text31,7,3,finish,finish,VERB,VB,Harris
text31,7,4,one,one,NUM,CD,Harris
text31,7,5,thing,thing,NOUN,NN,Harris
text31,7,6,",",",",PUNCT,",",Harris
text31,7,7,so,so,ADV,RB,Harris
text31,7,8,important,important,ADJ,JJ,Harris
text31,7,9,in,in,ADP,IN,Harris
text31,7,10,my,my,PRON,PRP$,Harris
text31,7,11,opinion,opinion,NOUN,NN,Harris
text31,7,12,",",",",PUNCT,",",Harris
text31,7,13,so,so,ADV,RB,Harris
text31,7,14,",",",",PUNCT,",",Harris
text31,7,15,I,I,PRON,PRP,Harris
text31,7,16,got,get,VERB,VBD,Harris
text31,7,17,the,the,DET,DT,Harris
text31,7,18,oil,oil,NOUN,NN,Harris
text31,7,19,business,business,NOUN,NN,Harris
text31,7,20,going,go,VERB,VBG,Harris
text31,7,21,like,like,ADP,IN,Harris
text31,7,22,nobody,nobody,PRON,NN,Harris
text31,7,23,has,have,AUX,VBZ,Harris
text31,7,24,ever,ever,ADV,RB,Harris
text31,7,25,done,do,VERB,VBN,Harris
text31,7,26,before,before,ADV,RB,Harris
text31,7,27,.,.,PUNCT,.,Harris
text31,8,1,They,they,PRON,PRP,Harris
text31,8,2,took,take,VERB,VBD,Harris
text31,8,3,",",",",PUNCT,",",Harris
text31,8,4,when,when,SCONJ,WRB,Harris
text31,8,5,they,they,PRON,PRP,Harris
text31,8,6,took,take,VERB,VBD,Harris
text31,8,7,over,over,ADP,RP,Harris
text31,8,8,",",",",PUNCT,",",Harris
text31,8,9,they,they,PRON,PRP,Harris
text31,8,10,got,got,AUX,VBD,Harris
text31,8,11,rid,rid,VERB,VBN,Harris
text31,8,12,of,of,ADP,IN,Harris
text31,8,13,it,it,PRON,PRP,Harris
text31,8,14,",",",",PUNCT,",",Harris
text31,8,15,started,start,VERB,VBD,Harris
text31,8,16,getting,getting,AUX,VBG,Harris
text31,8,17,rid,rid,VERB,VBN,Harris
text31,8,18,of,of,ADP,IN,Harris
text31,8,19,it,it,PRON,PRP,Harris
text31,8,20,",",",",PUNCT,",",Harris
text31,8,21,and,and,CCONJ,CC,Harris
text31,8,22,the,the,DET,DT,Harris
text31,8,23,prices,price,NOUN,NNS,Harris
text31,8,24,were,be,AUX,VBD,Harris
text31,8,25,going,go,VERB,VBG,Harris
text31,8,26,up,up,ADP,IN,Harris
text31,8,27,the,the,DET,DT,Harris
text31,8,28,roof,roof,NOUN,NN,Harris
text31,8,29,.,.,PUNCT,.,Harris
text31,9,1,They,they,PRON,PRP,Harris
text31,9,2,immediately,immediately,ADV,RB,Harris
text31,9,3,let,let,VERB,VBD,Harris
text31,9,4,these,these,DET,DT,Harris
text31,9,5,guys,guy,NOUN,NNS,Harris
text31,9,6,go,go,VERB,VB,Harris
text31,9,7,to,to,ADP,IN,Harris
text31,9,8,where,where,SCONJ,WRB,Harris
text31,9,9,they,they,PRON,PRP,Harris
text31,9,10,were,be,AUX,VBD,Harris
text31,9,11,.,.,PUNCT,.,Harris
text31,10,1,I,I,PRON,PRP,Harris
text31,10,2,would,would,AUX,MD,Harris
text31,10,3,have,have,AUX,VB,Harris
text31,10,4,been,be,AUX,VBN,Harris
text31,10,5,five,five,NUM,CD,Harris
text31,10,6,times,time,NOUN,NNS,Harris
text31,10,7,",",",",PUNCT,",",Harris
text31,10,8,four,four,NUM,CD,Harris
text31,10,9,times,time,NOUN,NNS,Harris
text31,10,10,",",",",PUNCT,",",Harris
text31,10,11,five,five,NUM,CD,Harris
text31,10,12,times,time,NOUN,NNS,Harris
text31,10,13,higher,high,ADJ,JJR,Harris
text31,10,14,because,because,SCONJ,IN,Harris
text31,10,15,you,you,PRON,PRP,Harris
text31,10,16,'re,be,AUX,VBP,Harris
text31,10,17,talking,talk,VERB,VBG,Harris
text31,10,18,about,about,ADP,IN,Harris
text31,10,19,3,3,NUM,CD,Harris
text31,10,20,1/2,1/2,NUM,CD,Harris
text31,10,21,years,year,NOUN,NNS,Harris
text31,10,22,ago,ago,ADV,RB,Harris
text31,10,23,.,.,PUNCT,.,Harris
text31,11,1,They,they,PRON,PRP,Harris
text31,11,2,got,get,VERB,VBD,Harris
text31,11,3,it,it,PRON,PRP,Harris
text31,11,4,up,up,ADP,RP,Harris
text31,11,5,to,to,ADP,IN,Harris
text31,11,6,where,where,SCONJ,WRB,Harris
text31,11,7,I,I,PRON,PRP,Harris
text31,11,8,was,be,AUX,VBD,Harris
text31,11,9,because,because,SCONJ,IN,Harris
text31,11,10,they,they,PRON,PRP,Harris
text31,11,11,had,have,VERB,VBD,Harris
text31,11,12,no,no,DET,DT,Harris
text31,11,13,choice,choice,NOUN,NN,Harris
text31,11,14,.,.,PUNCT,.,Harris
text31,12,1,Because,because,SCONJ,IN,Harris
text31,12,2,the,the,DET,DT,Harris
text31,12,3,prices,price,NOUN,NNS,Harris
text31,12,4,of,of,ADP,IN,Harris
text31,12,5,energy,energy,NOUN,NN,Harris
text31,12,6,were,be,AUX,VBD,Harris
text31,12,7,quadrupling,quadruple,VERB,VBG,Harris
text31,12,8,and,and,CCONJ,CC,Harris
text31,12,9,doubling,double,VERB,VBG,Harris
text31,12,10,.,.,PUNCT,.,Harris
text31,13,1,You,you,PRON,PRP,Harris
text31,13,2,saw,see,VERB,VBD,Harris
text31,13,3,what,what,PRON,WP,Harris
text31,13,4,happened,happen,VERB,VBD,Harris
text31,13,5,to,to,ADP,IN,Harris
text31,13,6,gasoline,gasoline,NOUN,NN,Harris
text31,13,7,.,.,PUNCT,.,Harris
text31,14,1,So,so,ADV,RB,Harris
text31,14,2,",",",",PUNCT,",",Harris
text31,14,3,they,they,PRON,PRP,Harris
text31,14,4,said,say,VERB,VBD,Harris
text31,14,5,let,let,VERB,VB,Harris
text31,14,6,'s,us,PRON,PRP,Harris
text31,14,7,go,go,VERB,VB,Harris
text31,14,8,back,back,ADV,RB,Harris
text31,14,9,to,to,ADP,IN,Harris
text31,14,10,Trump,Trump,PROPN,NNP,Harris
text31,14,11,.,.,PUNCT,.,Harris
text31,15,1,But,but,CCONJ,CC,Harris
text31,15,2,if,if,SCONJ,IN,Harris
text31,15,3,she,she,PRON,PRP,Harris
text31,15,4,won,win,VERB,VBD,Harris
text31,15,5,the,the,DET,DT,Harris
text31,15,6,election,election,NOUN,NN,Harris
text31,15,7,",",",",PUNCT,",",Harris
text31,15,8,the,the,DET,DT,Harris
text31,15,9,day,day,NOUN,NN,Harris
text31,15,10,after,after,ADP,IN,Harris
text31,15,11,that,that,DET,DT,Harris
text31,15,12,election,election,NOUN,NN,Harris
text31,15,13,",",",",PUNCT,",",Harris
text31,15,14,they,they,PRON,PRP,Harris
text31,15,15,'ll,will,AUX,MD,Harris
text31,15,16,go,go,VERB,VB,Harris
text31,15,17,back,back,ADV,RB,Harris
text31,15,18,to,to,ADP,IN,Harris
text31,15,19,destroying,destroy,VERB,VBG,Harris
text31,15,20,our,our,PRON,PRP$,Harris
text31,15,21,country,country,NOUN,NN,Harris
text31,15,22,and,and,CCONJ,CC,Harris
text31,15,23,oil,oil,NOUN,NN,Harris
text31,15,24,will,will,AUX,MD,Harris
text31,15,25,be,be,AUX,VB,Harris
text31,15,26,dead,dead,ADJ,JJ,Harris
text31,15,27,",",",",PUNCT,",",Harris
text31,15,28,fossil,fossil,NOUN,NN,Harris
text31,15,29,fuel,fuel,NOUN,NN,Harris
text31,15,30,will,will,AUX,MD,Harris
text31,15,31,be,be,AUX,VB,Harris
text31,15,32,dead,dead,ADJ,JJ,Harris
text31,15,33,.,.,PUNCT,.,Harris
text31,16,1,We,we,PRON,PRP,Harris
text31,16,2,'ll,will,AUX,MD,Harris
text31,16,3,go,go,VERB,VB,Harris
text31,16,4,back,back,ADV,RB,Harris
text31,16,5,to,to,ADP,IN,Harris
text31,16,6,windmills,windmill,NOUN,NNS,Harris
text31,16,7,and,and,CCONJ,CC,Harris
text31,16,8,we,we,PRON,PRP,Harris
text31,16,9,'ll,will,AUX,MD,Harris
text31,16,10,go,go,VERB,VB,Harris
text31,16,11,back,back,ADV,RB,Harris
text31,16,12,to,to,ADP,IN,Harris
text31,16,13,solar,solar,ADJ,JJ,Harris
text31,16,14,",",",",PUNCT,",",Harris
text31,16,15,where,where,SCONJ,WRB,Harris
text31,16,16,they,they,PRON,PRP,Harris
text31,16,17,need,need,VERB,VBP,Harris
text31,16,18,a,a,DET,DT,Harris
text31,16,19,whole,whole,ADJ,JJ,Harris
text31,16,20,desert,desert,NOUN,NN,Harris
text31,16,21,to,to,PART,TO,Harris
text31,16,22,get,get,VERB,VB,Harris
text31,16,23,some,some,DET,DT,Harris
text31,16,24,energy,energy,NOUN,NN,Harris
text31,16,25,to,to,PART,TO,Harris
text31,16,26,come,come,VERB,VB,Harris
text31,16,27,out,out,ADP,RP,Harris
text31,16,28,.,.,PUNCT,.,Harris
text31,17,1,You,you,PRON,PRP,Harris
text31,17,2,ever,ever,ADV,RB,Harris
text31,17,3,see,see,VERB,VBP,Harris
text31,17,4,a,a,DET,DT,Harris
text31,17,5,solar,solar,ADJ,JJ,Harris
text31,17,6,plant,plant,NOUN,NN,Harris
text31,17,7,?,?,PUNCT,.,Harris
text31,18,1,By,by,ADP,IN,Harris
text31,18,2,the,the,DET,DT,Harris
text31,18,3,way,way,NOUN,NN,Harris
text31,18,4,",",",",PUNCT,",",Harris
text31,18,5,I,I,PRON,PRP,Harris
text31,18,6,'m,be,AUX,VBP,Harris
text31,18,7,a,a,DET,DT,Harris
text31,18,8,big,big,ADJ,JJ,Harris
text31,18,9,fan,fan,NOUN,NN,Harris
text31,18,10,of,of,ADP,IN,Harris
text31,18,11,solar,solar,ADJ,JJ,Harris
text31,18,12,.,.,PUNCT,.,Harris
text31,19,1,But,but,CCONJ,CC,Harris
text31,19,2,they,they,PRON,PRP,Harris
text31,19,3,take,take,VERB,VBP,Harris
text31,19,4,400,400,NUM,CD,Harris
text31,19,5,",",",",PUNCT,",",Harris
text31,19,6,500,500,NUM,CD,Harris
text31,19,7,acres,acre,NOUN,NNS,Harris
text31,19,8,of,of,ADP,IN,Harris
text31,19,9,desert,desert,NOUN,NN,Harris
text31,19,10,soil--,soil--,PROPN,NNP,Harris
text32,1,1,These,these,PRON,DT,Harris
text32,1,2,are,be,AUX,VBP,Harris
text32,1,3,not,not,PART,RB,Harris
text32,1,4,good,good,ADJ,JJ,Harris
text32,1,5,things,thing,NOUN,NNS,Harris
text32,1,6,for,for,ADP,IN,Harris
text32,1,7,the,the,DET,DT,Harris
text32,1,8,environment,environment,NOUN,NN,Harris
text32,1,9,that,that,PRON,WDT,Harris
text32,1,10,she,she,PRON,PRP,Harris
text32,1,11,understands,understand,VERB,VBZ,Harris
text32,1,12,.,.,PUNCT,.,Harris
text33,1,1,You,you,PRON,PRP,Harris
text33,1,2,just,just,ADV,RB,Harris
text33,1,3,said,say,VERB,VBD,Harris
text33,1,4,a,a,DET,DT,Harris
text33,1,5,thing,thing,NOUN,NN,Harris
text33,1,6,that,that,PRON,WDT,Harris
text33,1,7,is,be,AUX,VBZ,Harris
text33,1,8,n't,not,PART,RB,Harris
text33,1,9,covered,cover,VERB,VBN,Harris
text33,1,10,.,.,PUNCT,.,Harris
text33,2,1,Peacefully,peacefully,ADV,RB,Harris
text33,2,2,and,and,CCONJ,CC,Harris
text33,2,3,patriotically,patriotically,ADV,RB,Harris
text33,2,4,",",",",PUNCT,",",Harris
text33,2,5,I,I,PRON,PRP,Harris
text33,2,6,said,say,VERB,VBD,Harris
text33,2,7,during,during,ADP,IN,Harris
text33,2,8,my,my,PRON,PRP$,Harris
text33,2,9,speech,speech,NOUN,NN,Harris
text33,2,10,.,.,PUNCT,.,Harris
text33,3,1,Not,not,PART,RB,Harris
text33,3,2,later,later,ADV,RB,Harris
text33,3,3,on,on,ADV,RB,Harris
text33,3,4,.,.,PUNCT,.,Harris
text33,4,1,Peacefully,peacefully,ADV,RB,Harris
text33,4,2,and,and,CCONJ,CC,Harris
text33,4,3,patriotically,patriotically,ADV,RB,Harris
text33,4,4,.,.,PUNCT,.,Harris
text33,5,1,And,and,CCONJ,CC,Harris
text33,5,2,nobody,nobody,PRON,NN,Harris
text33,5,3,on,on,ADP,IN,Harris
text33,5,4,the,the,DET,DT,Harris
text33,5,5,other,other,ADJ,JJ,Harris
text33,5,6,side,side,NOUN,NN,Harris
text33,5,7,was,be,AUX,VBD,Harris
text33,5,8,killed,kill,VERB,VBN,Harris
text33,5,9,.,.,PUNCT,.,Harris
text33,6,1,Ashli,Ashli,PROPN,NNP,Harris
text33,6,2,Babbitt,Babbitt,PROPN,NNP,Harris
text33,6,3,was,be,AUX,VBD,Harris
text33,6,4,shot,shoot,VERB,VBN,Harris
text33,6,5,by,by,ADP,IN,Harris
text33,6,6,an,an,DET,DT,Harris
text33,6,7,out,out,ADV,RB,Harris
text33,6,8,-,-,PUNCT,HYPH,Harris
text33,6,9,of,of,ADP,IN,Harris
text33,6,10,-,-,PUNCT,HYPH,Harris
text33,6,11,control,control,NOUN,NN,Harris
text33,6,12,police,police,NOUN,NN,Harris
text33,6,13,officer,officer,NOUN,NN,Harris
text33,6,14,that,that,PRON,WDT,Harris
text33,6,15,should,should,AUX,MD,Harris
text33,6,16,have,have,VERB,VB,Harris
text33,6,17,never,never,ADV,RB,Harris
text33,6,18,",",",",PUNCT,",",Harris
text33,6,19,ever,ever,ADV,RB,Harris
text33,6,20,shot,shoot,VERB,VBD,Harris
text33,6,21,her,she,PRON,PRP,Harris
text33,6,22,.,.,PUNCT,.,Harris
text33,7,1,It,it,PRON,PRP,Harris
text33,7,2,'s,be,AUX,VBZ,Harris
text33,7,3,a,a,DET,DT,Harris
text33,7,4,disgrace,disgrace,NOUN,NN,Harris
text33,7,5,.,.,PUNCT,.,Harris
text33,8,1,But,but,CCONJ,CC,Harris
text33,8,2,we,we,PRON,PRP,Harris
text33,8,3,did,do,AUX,VBD,Harris
text33,8,4,n't,not,PART,RB,Harris
text33,8,5,do,do,VERB,VB,Harris
text33,8,6,--,--,PUNCT,:,Harris
text33,8,7,this,this,DET,DT,Harris
text33,8,8,group,group,NOUN,NN,Harris
text33,8,9,of,of,ADP,IN,Harris
text33,8,10,people,people,NOUN,NNS,Harris
text33,8,11,that,that,PRON,WDT,Harris
text33,8,12,have,have,AUX,VBP,Harris
text33,8,13,been,be,AUX,VBN,Harris
text33,8,14,treated,treat,VERB,VBN,Harris
text33,8,15,so,so,ADV,RB,Harris
text33,8,16,badly,badly,ADV,RB,Harris
text33,8,17,.,.,PUNCT,.,Harris
text33,9,1,I,I,PRON,PRP,Harris
text33,9,2,ask,ask,VERB,VBP,Harris
text33,9,3,",",",",PUNCT,",",Harris
text33,9,4,what,what,PRON,WP,Harris
text33,9,5,about,about,ADP,IN,Harris
text33,9,6,all,all,DET,PDT,Harris
text33,9,7,the,the,DET,DT,Harris
text33,9,8,people,people,NOUN,NNS,Harris
text33,9,9,that,that,PRON,WDT,Harris
text33,9,10,are,be,AUX,VBP,Harris
text33,9,11,pouring,pour,VERB,VBG,Harris
text33,9,12,into,into,ADP,IN,Harris
text33,9,13,our,our,PRON,PRP$,Harris
text33,9,14,country,country,NOUN,NN,Harris
text33,9,15,and,and,CCONJ,CC,Harris
text33,9,16,killing,kill,VERB,VBG,Harris
text33,9,17,people,people,NOUN,NNS,Harris
