name,countryName,countryCode3,LAT,LON,continentName,birthyear,gender,industry,domain,L_star,HPI,AverageViews
Bud Spencer,Italy,ITA,NA,NA,Europe,1929,Male,FILM AND THEATRE,ARTS,6.770944489,25.918962960000002,387425.0313
Brigitte Bardot,FRANCE,FRA,48.8567,2.3508,Europe,1934,Female,FILM AND THEATRE,ARTS,8.148912363,26.69015637,181615.7529
"Bernard Montgomery, 1st Viscount Montgomery of Alamein",United Kingdom,GBR,NA,NA,Europe,1887,Male,MILITARY,INSTITUTIONS,17.66172377,26.32493667,38547.23529
"Benjamin Disraeli, 1st Earl of Beaconsfield",UNITED KINGDOM,GBR,51.507222,-0.1275,Europe,1804,Male,GOVERNMENT,INSTITUTIONS,4.736933672,25.0547177,62588.27869
Susan B. Anthony,United States,USA,42.624167,-73.118056,North America,1820,Female,ACTIVISM,PUBLIC FIGURE,1.652864448,21.58741249,147182.8
Bram Stoker,Ireland,IRL,53.365,-6.21,Europe,1847,Male,LANGUAGE,HUMANITIES,11.40758912,24.4769363,187644.2623
Benoît Mandelbrot,Poland,POL,52.233333,21.016667,Europe,1924,Male,MATH,SCIENCE & TECHNOLOGY,11.68230643,23.95685657,31160.16364
Benedict of Nursia,ITALY,ITA,42.8,13.1,Europe,480,Male,RELIGION,INSTITUTIONS,9.887170989,27.34309476,67424.21667
Bing Crosby,UNITED STATES,USA,47.241389,-122.459444,North America,1903,Male,MUSIC,ARTS,3.0746341,23.15081359,144155.9245
Emily Dickinson,UNITED STATES,USA,42.367,-72.517,North America,1830,Female,LANGUAGE,HUMANITIES,3.715726027,24.99478904,116092
Bede,UNITED KINGDOM,GBR,54.9797,-1.4804,Europe,672,Male,HISTORY,HUMANITIES,5.234214604,25.86525679,45175.01961
Blaise Pascal,FRANCE,FRA,45.7831,3.0824,Europe,1623,Male,MATH,SCIENCE & TECHNOLOGY,11.1439831,29.25435852,167933.0583
Bertrand Russell,UNITED KINGDOM,GBR,51.74506,-2.7256,Europe,1872,Male,MATH,SCIENCE & TECHNOLOGY,8.674853818,27.43936147,114952.2041
Babe Ruth,United States,USA,NA,NA,North America,1895,Male,TEAM SPORTS,SPORTS,2.525843623,23.99465261,344636.6111
Brian De Palma,UNITED STATES,USA,40.72422,-74.172574,North America,1940,Male,FILM AND THEATRE,ARTS,6.590197613,24.7395368,116820.2051
Bobby Charlton,United Kingdom,GBR,55.181,-1.568,Europe,1937,Male,TEAM SPORTS,SPORTS,7.169225754,24.30452146,93036.6383
Berthe Morisot,France,FRA,47.0844,2.3964,Europe,1841,Female,FINE ARTS,ARTS,8.291242474,24.06010778,39917.93478
Bayezid I,Turkey,TUR,41.666667,26.566667,Asia,1354,Male,GOVERNMENT,INSTITUTIONS,11.74354168,26.16063994,34796.4386
Bayezid II,GREECE,GRC,41.35,26.5,Europe,1447,Male,GOVERNMENT,INSTITUTIONS,8.74993726,25.46494304,43916.78
Bodhidharma,India,IND,21,78,Asia,500,Male,PHILOSOPHY,HUMANITIES,4.147919695,25.06659208,136897.4878
Benjamin,Israel,ISR,NA,NA,Asia,-1000,Male,RELIGION,INSTITUTIONS,3.460127624,24.22538054,50128.22222
Buddy Holly,United States,USA,33.566667,-101.883333,North America,1936,Male,MUSIC,ARTS,4.008603381,24.7587637,212139.76
Babrak Karmal,GREECE,GRC,36.376775,25.481828,Asia,1929,Male,GOVERNMENT,INSTITUTIONS,7.662333025,22.512335620000002,21769.07692
Billy Bob Thornton,UNITED STATES,USA,34.497222,-93.055278,North America,1955,Male,FILM AND THEATRE,ARTS,4.149891506,22.38265976,242092.3889
Beatrix Potter,UNITED KINGDOM,GBR,51.5004,-0.1909,Europe,1866,Female,LANGUAGE,HUMANITIES,4.195987737,23.49700275,127764.8056
Boudica,United Kingdom,GBR,51.483333,-3.183333,Europe,1,Female,GOVERNMENT,INSTITUTIONS,3.718362347,25.89924056,105054.5581
Béla Bartók,ROMANIA,ROU,46.072222,20.629444,Europe,1881,Male,MUSIC,ARTS,10.62217196,26.38997794,71863.83871
Jesse McCartney,United States,USA,41.011389,-73.841389,North America,1987,Male,MUSIC,ARTS,3.930242654,17.70008535,401128.9211
Babur,UZBEKISTAN,UZB,40.783333,72.333333,Asia,1483,Male,GOVERNMENT,INSTITUTIONS,4.548529351,24.75136418,58929.57407
Bernard of Clairvaux,France,FRA,47.3433,5.0206,Europe,1090,Male,RELIGION,INSTITUTIONS,9.335786239,26.78052322,65871.5
Blackbeard,United Kingdom,GBR,NA,NA,Europe,1680,Male,OUTLAWS,PUBLIC FIGURE,5.662753777,25.13191201,305372.1429
Björn Borg,SWEDEN,SWE,59.329444,18.068611,Europe,1956,Male,INDIVIDUAL SPORTS,SPORTS,7.832923659,22.24780987,111752.94
Barnabas,Cyprus,CYP,35,33,Asia,1,Male,RELIGION,INSTITUTIONS,7.164649643,25.53876305,37472.90476
Burhanuddin Rabbani,AFGHANISTAN,AFG,37.1175,70.579722,Asia,1940,Male,GOVERNMENT,INSTITUTIONS,7.180094626,21.43976417,20622.90244
Cyndi Lauper,UNITED STATES,USA,40.774444,-73.904167,North America,1953,Female,MUSIC,ARTS,5.309001098,23.67694504,308153.8293
Boris Pasternak,Russia,RUS,55.75,37.616667,Europe,1890,Male,LANGUAGE,HUMANITIES,13.61850544,25.88906437,34695.24658
Bruce Campbell,UNITED STATES,USA,42.488889,-83.142778,North America,1958,Male,FILM AND THEATRE,ARTS,3.047055274,20.74878545,258057
B. F. Skinner,United States,USA,41.944722,-75.603889,North America,1904,Male,SOCIAL SCIENCES,SCIENCE & TECHNOLOGY,4.703128231,24.45538528,176265.8378
Robert Bellarmine,ITALY,ITA,43.1,11.783333,Europe,1542,Male,MEDICINE,SCIENCE & TECHNOLOGY,7.055963726,23.91386744,25134.66667
Bohdan Khmelnytsky,Ukraine,UKR,49.096111,32.555556,Europe,1595,Male,MILITARY,INSTITUTIONS,6.402839821,24.78248595,44013.55556
Bo Diddley,UNITED STATES,USA,31.244472,-90.471592,North America,1928,Male,MUSIC,ARTS,4.314121082,22.12962194,104926.1613
Béla Lugosi,Romania,ROU,45.686111,21.900556,Europe,1882,Male,FILM AND THEATRE,ARTS,6.458812087,24.39069739,95669.67568
Brigham Young,United States,USA,42.783333,-72.85,North America,1801,Male,RELIGION,INSTITUTIONS,2.57493671,22.90564081,70383.66667
Bill Bryson,UNITED STATES,USA,41.590833,-93.620833,North America,1951,Male,LANGUAGE,HUMANITIES,3.08778715,20.90122264,72932.40741
Charlize Theron,SOUTH AFRICA,ZAF,-26.188333,28.320556,Africa,1975,Female,FILM AND THEATRE,ARTS,6.189525539,20.91267584,445516.7581
Charlie Chaplin,UNITED KINGDOM,GBR,51.4898,-0.0905,Europe,1889,Male,FILM AND THEATRE,ARTS,9.534382776,27.77041257,266311.0828
Carl Linnaeus,SWEDEN,SWE,56.618,14.202,Europe,1707,Male,NATURAL SCIENCES,SCIENCE & TECHNOLOGY,13.81097176,28.28512565,74882.84553
Charlemagne,Belgium,BEL,NA,NA,Europe,742,Male,GOVERNMENT,INSTITUTIONS,11.06317039,30.48367015,229536.6552
Christopher Columbus,ITALY,ITA,44.411111,8.932778,Europe,1451,Male,EXPLORERS,EXPLORATION,9.563078281,30.1752596,381974.4444
Caspar David Friedrich,GERMANY,DEU,54.083333,13.383333,Europe,1774,Male,FINE ARTS,ARTS,8.428023561,26.665696230000002,131699.2041
Brad Delson,UNITED STATES,USA,34.143056,-118.736944,North America,1977,Male,MUSIC,ARTS,5.933995932,18.59209805,76556.69231
Claude Elwood Shannon,UNITED STATES,USA,45.373333,-84.955278,North America,1916,Male,COMPUTER SCIENCE,SCIENCE & TECHNOLOGY,7.814540819,24.6144011,52432.93333
Charles Babbage,UNITED KINGDOM,GBR,50.551596,-3.488661,Europe,1791,Male,INVENTION,SCIENCE & TECHNOLOGY,6.611358606,26.1034057,108579.2687
Clement Attlee,United Kingdom,GBR,51.4649,-0.2211,Europe,1883,Male,GOVERNMENT,INSTITUTIONS,5.185231986,23.77232713,43576.17241
Catullus,ITALY,ITA,45.433333,10.983333,Europe,-84,Male,LANGUAGE,HUMANITIES,9.234211282,27.49288162,51926.76
Christopher Marlowe,UNITED KINGDOM,GBR,51.275,1.087,Europe,1564,Male,LANGUAGE,HUMANITIES,4.914425621,25.6911958,71729.62963
Carlo Goldoni,ITALY,ITA,45.4375,12.335833,Europe,1707,Male,LANGUAGE,HUMANITIES,7.884097355,25.70735922,39076.36538
Charles Baudelaire,FRANCE,FRA,48.8567,2.3508,Europe,1821,Male,LANGUAGE,HUMANITIES,9.397119893,27.55921883,181049.5857
C. S. Lewis,UNITED KINGDOM,GBR,54.597,-5.93,Europe,1898,Male,LANGUAGE,HUMANITIES,4.369200868,25.21592051,182000.05
Confucius,China,CHN,NA,NA,Asia,-551,Male,PHILOSOPHY,HUMANITIES,13.0896049,31.37052629,116477.3542
Charles Dickens,United Kingdom,GBR,NA,NA,Europe,1812,Male,LANGUAGE,HUMANITIES,8.570163256,26.87218676,246553.3043
Cicero,Italy,ITA,NA,NA,Europe,-106,Male,GOVERNMENT,INSTITUTIONS,10.97217326,29.74259407,164455.7108
Carl von Clausewitz,GERMANY,DEU,52.2725,11.855,Europe,1780,Male,PHILOSOPHY,HUMANITIES,9.308364711,25.90700068,70128.02128
Carl Friedrich Gauss,Germany,DEU,52.266667,10.516667,Europe,1777,Male,MATH,SCIENCE & TECHNOLOGY,12.10431846,28.4441532,92773.60185
Claudius,France,FRA,45.76,4.84,Europe,-10,Male,GOVERNMENT,INSTITUTIONS,8.250586418,27.96619914,81458.84507
Cecil B. DeMille,UNITED STATES,USA,42.526389,-72.788889,North America,1881,Male,FILM AND THEATRE,ARTS,3.89630586,23.05081378,63568.35294
Chuck Yeager,UNITED STATES,USA,38.2214808,-82.1126373,North America,1923,Male,MILITARY,INSTITUTIONS,3.024709724,22.49686184,127263.7
Calvin Coolidge,United States,USA,43.5299,-72.7388,North America,1872,Male,GOVERNMENT,INSTITUTIONS,3.930651628,25.08010072,84774.27059
Claudio Monteverdi,ITALY,ITA,45.133333,10.033333,Europe,1567,Male,MUSIC,ARTS,12.46223799,27.10672732,64425.91228
Carl Menger,POLAND,POL,49.633333,20.716667,Europe,1840,Male,SOCIAL SCIENCES,SCIENCE & TECHNOLOGY,9.256051106,23.94041718,24920
Claude Debussy,France,FRA,48.8989,2.0938,Europe,1862,Male,MUSIC,ARTS,10.5399587,25.76217129,186123.9254
Christian Goldbach,Russia,RUS,54.716667,20.516667,Europe,1690,Male,MATH,SCIENCE & TECHNOLOGY,11.95478668,23.59463262,10002.75
Charles Martel,Belgium,BEL,50.666667,5.633333,Europe,686,Male,MILITARY,INSTITUTIONS,9.003809293,27.65437448,84452.56364
Charlotte Brontë,United Kingdom,GBR,53.7898,-1.8504,Europe,1816,Female,LANGUAGE,HUMANITIES,6.859195308,25.66428777,87211.22807
Czesław Miłosz,LITHUANIA,LTU,55.394722,24.032778,Europe,1911,Male,LANGUAGE,HUMANITIES,4.328189818,24.73662385,44295.26866
Claude Monet,FRANCE,FRA,48.8567,2.3508,Europe,1840,Male,FINE ARTS,ARTS,10.93509881,28.50443491,252271.3043
Columba,Ireland,IRL,55.029744,-7.778664,Europe,521,Male,RELIGION,INSTITUTIONS,3.461953377,23.73077952,29533.51515
Constantin Brancusi,ROMANIA,ROU,45.066667,23.033333,Europe,1876,Male,FINE ARTS,ARTS,11.87044965,22.95268917,41495.11905
Miles Davis,UNITED STATES,USA,38.900556,-90.159722,North America,1926,Male,MUSIC,ARTS,6.572627252,26.4765533,186514.35
Constantius II,Serbia,SRB,44.983333,19.616667,Europe,317,Male,GOVERNMENT,INSTITUTIONS,12.75975842,26.81830585,23205.53846
Constans,Turkey,TUR,41.01224,28.976018,Asia,320,Male,GOVERNMENT,INSTITUTIONS,12.47537808,25.6253446,10341.4186
Christopher Walken,UNITED STATES,USA,40.774444,-73.904167,North America,1943,Male,FILM AND THEATRE,ARTS,4.302425355,24.7616244,310138.4651
Caligula,ITALY,ITA,41.447947,12.629053,Europe,12,Male,GOVERNMENT,INSTITUTIONS,8.731473674,29.45355922,225493.9342
Chiang Kai-shek,China,CHN,29.689722,121.276111,Asia,1887,Male,MILITARY,INSTITUTIONS,8.634757998,26.76216385,133409.25
Carlos Valderrama,Colombia,COL,11.241944,-74.205278,South America,1961,Male,TEAM SPORTS,SPORTS,7.682533381,20.97040891,87651.18919
Colette,France,FRA,47.6192,3.1978,Europe,1873,Female,LANGUAGE,HUMANITIES,5.282708409,24.32784117,73552.54545
Catherine of Aragon,SPAIN,ESP,40.466667,-3.366667,Europe,1485,Female,COMPANIONS,PUBLIC FIGURE,5.855845927,27.0954672,207547.2157
Tony Bennett,UNITED STATES,USA,40.774444,-73.904167,North America,1926,Male,MUSIC,ARTS,3.450038277,22.15590167,174402.25
Cimabue,ITALY,ITA,43.783333,11.25,Europe,1240,Male,FINE ARTS,ARTS,10.19010266,26.13020964,35555.34884
Christiaan Barnard,SOUTH AFRICA,ZAF,-32.35,22.583333,Africa,1922,Male,MEDICINE,SCIENCE & TECHNOLOGY,6.593827277,23.72805741,44235.69767
Caravaggio,ITALY,ITA,45.466667,9.183333,Europe,1571,Male,FINE ARTS,ARTS,10.26572796,28.35786721,190986.2113
Jean-Baptiste-Siméon Chardin,FRANCE,FRA,48.8567,2.3508,Europe,1699,Male,FINE ARTS,ARTS,7.770130232,24.3331093,34900.1875
Christian Doppler,AUSTRIA,AUT,47.8,13.033333,Europe,1803,Male,NATURAL SCIENCES,SCIENCE & TECHNOLOGY,13.8420831,24.82849861,14924.84314
William Kidd,United Kingdom,GBR,56.464,-2.97,Europe,1645,Male,OUTLAWS,PUBLIC FIGURE,5.159443046,23.76681666,71810.03226
Constantine II,France,FRA,43.6767,4.6278,Europe,316,Male,GOVERNMENT,INSTITUTIONS,20.26427247,25.63874828,5652.893617
Constantine I,SERBIA,SRB,43.3,21.9,Europe,272,Male,GOVERNMENT,INSTITUTIONS,12.81053393,28.56484978,87430.77083
Charles Messier,France,FRA,48.4978,6.89437,Europe,1730,Male,NATURAL SCIENCES,SCIENCE & TECHNOLOGY,14.17632137,24.97442272,12211.32653
Clement of Alexandria,Greece,GRC,37.966667,23.716667,Europe,150,Male,PHILOSOPHY,HUMANITIES,9.583847416,26.27384576,28952.53659
Carl Barks,United States,USA,42.025556,-121.599444,North America,1901,Male,DESIGN,ARTS,9.571737316,24.44338831,46540.14286
Casimir III of Poland,POLAND,POL,52.533333,19.166667,Europe,1310,Male,GOVERNMENT,INSTITUTIONS,2.63624801,24.92641016,53935.825
Cyril of Alexandria,Egypt,EGY,31.2,29.916667,Africa,378,Male,MEDICINE,SCIENCE & TECHNOLOGY,9.885607028,25.89572229,30734.63043
Cyril of Jerusalem,Israel,ISR,32.5,34.891389,Asia,313,Male,MEDICINE,SCIENCE & TECHNOLOGY,9.520973134,24.25891081,13262.71429
Charles I of England,United Kingdom,GBR,56.0694,-3.4638,Europe,1600,Male,GOVERNMENT,INSTITUTIONS,3.455447967,25.96794248,161628.8065
Camille Pissarro,US Virgin Islands,VIR,18.35,-64.95,North America,1830,Male,FINE ARTS,ARTS,11.46477956,26.20155027,65733.87273
Carlo Collodi,ITALY,ITA,43.783333,11.25,Europe,1826,Male,LANGUAGE,HUMANITIES,12.69329942,24.75302957,34591.8125
Catherine of Siena,ITALY,ITA,43.318611,11.330556,Europe,1347,Female,RELIGION,INSTITUTIONS,8.031766591,25.72697697,65830.32558
Charles Lyell,UNITED KINGDOM,GBR,56.666667,-2.916667,Europe,1797,Male,NATURAL SCIENCES,SCIENCE & TECHNOLOGY,5.303439693,23.69451279,38016.69231
Cuauhtémoc,Mexico,MEX,NA,NA,North America,1495,Male,GOVERNMENT,INSTITUTIONS,3.561159997,24.50435091,86545.72414
Cesare Borgia,Italy,ITA,42.821111,12.602778,Europe,1475,Male,MILITARY,INSTITUTIONS,8.286505164,26.01206983,201131.65
James Earl Ray,United States,USA,38.900556,-90.159722,North America,1928,Male,OUTLAWS,PUBLIC FIGURE,3.447793516,22.2322658,173679
Craig Venter,UNITED STATES,USA,40.75,-111.883333,North America,1946,Male,NATURAL SCIENCES,SCIENCE & TECHNOLOGY,3.809109524,20.76109074,58817.59259
Eugene Andrew Cernan,UNITED STATES,USA,41.882924,-87.876428,North America,1934,Male,EXPLORERS,EXPLORATION,6.034179124,22.19170891,32100.78378
Clive Barker,UNITED KINGDOM,GBR,53.4,-3,Europe,1952,Male,LANGUAGE,HUMANITIES,4.386927324,22.40657551,139781.2692
Christine de Pizan,Italy,ITA,45.433333,12.316667,Europe,1363,Female,LANGUAGE,HUMANITIES,6.14019563,24.15912554,33897.03571
Charles Mingus,UNITED STATES,USA,31.353889,-110.939167,North America,1922,Male,MUSIC,ARTS,4.650141291,23.77632796,72040.15152
Chet Atkins,United States,USA,36.203056,-83.745833,North America,1924,Male,MUSIC,ARTS,3.534684941,22.47202725,73825.60714
Colin Maclaurin,UNITED KINGDOM,GBR,56.25,-5.25,Europe,1698,Male,MATH,SCIENCE & TECHNOLOGY,8.856266171,23.12833057,11209.15152
Mike Shinoda,UNITED STATES,USA,34.153333,-118.761667,North America,1977,Male,MUSIC,ARTS,6.050421224,19.77591766,155960.3265
D. W. Griffith,UNITED STATES,USA,38.406667,-85.379444,North America,1875,Male,FILM AND THEATRE,ARTS,6.140490269,24.14268611,43267.34783
David Lynch,UNITED STATES,USA,46.8625,-114.011667,North America,1946,Male,FILM AND THEATRE,ARTS,6.891211971,25.8755275,284388.1154
David Cronenberg,CANADA,CAN,43.7,-79.4,North America,1943,Male,FILM AND THEATRE,ARTS,5.76105066,24.3781673,140493.3421
David Hume,UNITED KINGDOM,GBR,55.953056,-3.188889,Europe,1711,Male,PHILOSOPHY,HUMANITIES,8.251596656,27.81851681,139335.3704
David Fincher,UNITED STATES,USA,39.76185,-104.881105,North America,1962,Male,FILM AND THEATRE,ARTS,6.138741095,21.49678918,203381.6829
Douglas Engelbart,UNITED STATES,USA,45.52,-122.681944,North America,1925,Male,INVENTION,SCIENCE & TECHNOLOGY,5.480210305,21.60895714,52617.7027
Carlos Bocanegra,UNITED STATES,USA,34.15,-117.6,North America,1979,Male,TEAM SPORTS,SPORTS,3.530845948,15.27393892,60721.57143
Douglas Adams,UNITED KINGDOM,GBR,52.205,0.119,Europe,1952,Male,LANGUAGE,HUMANITIES,8.278152743,21.98686301,204047.7895
Donald Knuth,UNITED STATES,USA,43.05,-87.95,North America,1938,Male,COMPUTER SCIENCE,SCIENCE & TECHNOLOGY,6.760806292,24.54145934,34333.59677
Dave Grohl,United States,USA,41.238333,-80.814444,North America,1969,Male,MUSIC,ARTS,4.753843986,21.25084741,383898.7292
Dino Zoff,ITALY,ITA,45.916667,13.466667,Europe,1942,Male,TEAM SPORTS,SPORTS,10.73808146,24.55574031,48855.8913
Dante Alighieri,ITALY,ITA,43.783333,11.25,Europe,1265,Male,LANGUAGE,HUMANITIES,13.31883225,30.14960983,149932.4599
Jeff Buckley,UNITED STATES,USA,33.836111,-117.889722,North America,1966,Male,MUSIC,ARTS,5.251926611,21.56450404,365236.7941
Dwight D. Eisenhower,United States,USA,33.749722,-96.5575,North America,1890,Male,GOVERNMENT,INSTITUTIONS,4.834060432,26.68474347,192452.8283
Daniel Defoe,UNITED KINGDOM,GBR,51.507222,-0.1275,Europe,1660,Male,LANGUAGE,HUMANITIES,12.49335603,27.47429344,68494.05405
Denis Diderot,France,FRA,47.8633,5.3339,Europe,1713,Male,LANGUAGE,HUMANITIES,10.23248953,27.41478565,92226.12
Deng Xiaoping,China,CHN,30.474167,106.641389,Asia,1904,Male,GOVERNMENT,INSTITUTIONS,8.86794219,25.98910525,131608.92310000001
Democritus,Greece,GRC,40.95,24.983333,Europe,-460,Male,PHILOSOPHY,HUMANITIES,9.049228396,28.73319286,129003.5833
Patrick McGoohan,UNITED STATES,USA,40.774444,-73.904167,North America,1928,Male,FILM AND THEATRE,ARTS,3.497762143,21.64407284,95466.14815
Doris Day,UNITED STATES,USA,39.1,-84.516667,North America,1924,Female,FILM AND THEATRE,ARTS,3.499680556,24.61673789,206054.1837
David Hilbert,Russia,RUS,54.716667,20.516667,Europe,1862,Male,MATH,SCIENCE & TECHNOLOGY,10.81978436,26.13198882,40647.29577
David Letterman,UNITED STATES,USA,39.791,-86.148,North America,1947,Male,MEDIA PERSONALITY,PUBLIC FIGURE,2.615651911,21.61187101,211728.0909
Diego de Almagro,SPAIN,ESP,38.887778,-3.712222,Europe,1475,Male,EXPLORERS,EXPLORATION,3.764546115,24.15200808,39903.71875
Leo Fender,UNITED STATES,USA,33.836111,-117.889722,North America,1909,Male,INVENTION,SCIENCE & TECHNOLOGY,6.319792618,23.08840923,52899
Draco,Unknown,UNK,NA,NA,Unknown,-650,Male,GOVERNMENT,INSTITUTIONS,8.948065755,26.72469985,39100.87879
David Ricardo,UNITED KINGDOM,GBR,51.507222,-0.1275,Europe,1772,Male,SOCIAL SCIENCES,SCIENCE & TECHNOLOGY,9.100287607,26.69455101,102154.6923
"Arthur Wellesley, 1st Duke of Wellington",IRELAND,IRL,53.347778,-6.259722,Europe,1769,Male,GOVERNMENT,INSTITUTIONS,11.14250073,23.60732635,11661.27273
Diego Maradona,ARGENTINA,ARG,-34.7,-58.4,South America,1960,Male,TEAM SPORTS,SPORTS,10.40408534,24.42006893,260162.5172
David Brewster,UNITED KINGDOM,GBR,55.477,-2.546,Europe,1781,Male,NATURAL SCIENCES,SCIENCE & TECHNOLOGY,8.869018493,23.21656741,12021.65385
Dmitri Shostakovich,Russia,RUS,59.95,30.3,Europe,1906,Male,MUSIC,ARTS,9.057409369,26.2249267,91007.98387
David,Palestine,PSE,31.703056,35.195556,Asia,-1040,Male,GOVERNMENT,INSTITUTIONS,7.549887564,29.24185548,194767.3056
Diocletian,Croatia,HRV,43.535,16.485,Europe,244,Male,GOVERNMENT,INSTITUTIONS,11.34277695,28.49173404,78890.61429
Domitian,ITALY,ITA,41.9,12.5,Europe,51,Male,GOVERNMENT,INSTITUTIONS,11.31638257,24.3581377,49363.15385
David Beckham,UNITED KINGDOM,GBR,51.569,0.01,Europe,1975,Male,TEAM SPORTS,SPORTS,8.108126454,22.04204276,453207.7654
Clinton Davisson,UNITED STATES,USA,40.484167,-88.993611,North America,1881,Male,NATURAL SCIENCES,SCIENCE & TECHNOLOGY,23.65711799,24.39001981,6292.203704
Gabriel Fahrenheit,POLAND,POL,54.35,18.633333,Europe,1686,Male,NATURAL SCIENCES,SCIENCE & TECHNOLOGY,10.18637524,25.57037617,33949.51923
Dolly Parton,United States,USA,35.8775,-83.57,North America,1946,Female,MUSIC,ARTS,3.356390741,23.69527148,319738.6444
G. Stanley Hall,UNITED STATES,USA,42.526389,-72.788889,North America,1844,Male,SOCIAL SCIENCES,SCIENCE & TECHNOLOGY,3.792477528,21.62455808,25111.92308
Daniel Ortega,NICARAGUA,NIC,12.216667,-85.166667,North America,1945,Male,GOVERNMENT,INSTITUTIONS,7.313921978,24.00282402,39080.63158
Dylan Thomas,UNITED KINGDOM,GBR,51.62,-3.96,Europe,1914,Male,LANGUAGE,HUMANITIES,3.512001437,23.73790072,93599.25641
David Bowie,United Kingdom,GBR,51.463,-0.106,Europe,1947,Male,MUSIC,ARTS,6.08745643,26.1468479,498752.7761
Dennis Hopper,UNITED STATES,USA,37.759722,-100.018333,North America,1936,Male,FILM AND THEATRE,ARTS,4.39434145,23.59247066,233161.0833
D. B. Cooper,Unknown,NA,NA,NA,NA,1920,Male,OUTLAWS,PUBLIC FIGURE,2.37294973,21.48518662,232569.8846
David Morse,UNITED STATES,USA,42.558,-70.88,North America,1953,Male,FILM AND THEATRE,ARTS,8.273131704,22.04802118,61555.40741
Gary Sinise,UNITED STATES,USA,41.658412,-87.679424,North America,1955,Male,FILM AND THEATRE,ARTS,4.848185626,22.67411008,158276.3636
Dean Koontz,United States,USA,40.014167,-78.373333,North America,1945,Male,LANGUAGE,HUMANITIES,4.330197064,23.58615297,90175
Don Rosa,UNITED STATES,USA,38.25,-85.766667,North America,1951,Male,DESIGN,ARTS,9.036726685,22.21685208,42241.46154
Dziga Vertov,POLAND,POL,53.116667,23.15,Europe,1896,Male,FILM AND THEATRE,ARTS,8.970906423,23.59133592,36475.2963
Derek Walcott,SAINT LUCIA,LCA,14.016667,-60.983333,North America,1930,Male,LANGUAGE,HUMANITIES,6.675190215,23.53218372,21406.36364
Al Oerter,United States,USA,40.774444,-73.904167,North America,1936,Male,INDIVIDUAL SPORTS,SPORTS,8.686305563,21.09598879,11601.9
Lewis Henry Morgan,UNITED STATES,USA,42.746667,-76.699444,North America,1818,Male,SOCIAL SCIENCES,SCIENCE & TECHNOLOGY,7.196248621,23.19197198,26537.07407
Django Reinhardt,BELGIUM,BEL,50.5138,4.4209,Europe,1910,Male,MUSIC,ARTS,6.245280309,25.31788335,127176.75
Jacques-Louis David,France,FRA,48.8567,2.3508,Europe,1748,Male,FINE ARTS,ARTS,9.903627718,26.82182759,91524.20968
Diophantus,Egypt,EGY,NA,NA,Africa,200,Male,MATH,SCIENCE & TECHNOLOGY,10.5871118,26.39020438,27070.26087
Ernst Mayr,Germany,DEU,47.733333,10.316667,Europe,1904,Male,NATURAL SCIENCES,SCIENCE & TECHNOLOGY,9.155737082,23.57388301,19881.16216
Elvis Presley,UNITED STATES,USA,34.259722,-88.725833,North America,1935,Male,MUSIC,ARTS,8.724884471,28.6172422,473697.7203
Erasmus Darwin,UNITED KINGDOM,GBR,53.0765,-0.81,Europe,1731,Male,NATURAL SCIENCES,SCIENCE & TECHNOLOGY,6.496145278,23.92037347,27607.14706
Edward Sapir,Poland,POL,54.55,17.75,Europe,1884,Male,LANGUAGE,HUMANITIES,8.649489862,23.78027995,16784.46154
Euclid,Unknown,NA,NA,NA,NA,-325,Male,MATH,SCIENCE & TECHNOLOGY,11.04314533,29.88455759,93134.45299
Jane Addams,UNITED STATES,USA,42.375,-89.633889,North America,1860,Female,ACTIVISM,PUBLIC FIGURE,2.429570247,21.72783437,69361.13636
Benjamin Franklin,UNITED STATES,USA,42.358056,-71.063611,North America,1706,Male,GOVERNMENT,INSTITUTIONS,5.758468974,28.08670539,334909.7045
Edmund Stoiber,Germany,DEU,47.6475,12.171944,Europe,1941,Male,GOVERNMENT,INSTITUTIONS,3.572514061,22.17257536,29954.46154
Enya,Ireland,IRL,55.051652,-8.232706,Europe,1961,Female,MUSIC,ARTS,8.068724677,23.81315401,145776.8831
Elias Canetti,Bulgaria,BGR,43.85,25.966667,Europe,1905,Male,LANGUAGE,HUMANITIES,15.28382098,26.05646569,25924.89063
Milorad Čavić,UNITED STATES,USA,33.836111,-117.889722,North America,1984,Male,INDIVIDUAL SPORTS,SPORTS,4.698636054,12.97178396,18385.26923
