name,countryName,countryCode3,LAT,LON,continentName,birthyear,gender,industry,domain,L_star,HPI,AverageViews
Heraclitus,TURKEY,TUR,37.941111,27.341944,Asia,-535,Male,PHILOSOPHY,HUMANITIES,11.41077909,29.06956942,106808.9722
Harrison Schmitt,UNITED STATES,USA,32.803611,-108.060833,North America,1935,Male,EXPLORERS,EXPLORATION,4.94499587,21.3930591,30183.27586
Halldór Laxness,ICELAND,ISL,64.133333,-21.933333,Europe,1902,Male,LANGUAGE,HUMANITIES,19.26358821,24.96596776,11592.64516
Heraclius,Turkey,TUR,38.658333,34.853611,Asia,575,Male,GOVERNMENT,INSTITUTIONS,10.64069367,26.55114871,29071.47368
Henry I of Germany,GERMANY,DEU,51.283333,11.566667,Europe,876,Male,GOVERNMENT,INSTITUTIONS,11.11325595,25.79509669,18578.71739
Hannibal Barca,Tunisia,TUN,36.858056,10.330833,Africa,-248,Male,GOVERNMENT,INSTITUTIONS,10.57505766,29.69112733,212164.1628
Lhasa de Sela,United States,USA,42.10259,-74.4437624,North America,1972,Female,MUSIC,ARTS,6.564593157,16.97853824,47624.44444
Hannibal Hamlin,France,FRA,44.259722,-70.500556,Europe,1809,Male,GOVERNMENT,INSTITUTIONS,3.049759654,21.49216005,30205.46667
Hans-Georg Gadamer,GERMANY,DEU,50.81,8.770833,Europe,1900,Male,PHILOSOPHY,HUMANITIES,11.96590099,25.1239054,38515.5
Hezekiah,Israel,ISR,31.783333,35.216667,Asia,-739,Male,GOVERNMENT,INSTITUTIONS,6.223211308,25.35004718,33618.64706
Hernán Cortés,SPAIN,ESP,38.963056,-5.957778,Europe,1485,Male,EXPLORERS,EXPLORATION,6.343690003,27.9425708,115822.1038
Laura Branigan,UNITED STATES,USA,41.396111,-73.615833,North America,1957,Female,MUSIC,ARTS,4.914279975,21.51307834,125313.9667
Humayun,AFGHANISTAN,AFG,34.533333,69.166667,Asia,1508,Male,GOVERNMENT,INSTITUTIONS,3.294310626,22.81530026,35315.55
Howard Hughes,UNITED STATES,USA,29.995,-95.265,North America,1905,Male,BUSINESS,BUSINESS & LAW,4.607083381,25.6540516,409703.9756
Hendrick Avercamp,NETHERLANDS,NLD,52.366667,4.9,Europe,1585,Male,FINE ARTS,ARTS,10.88592827,23.56555305,9628.4
Hans Baldung,Germany,DEU,48.8,9.8,Europe,1480,Male,FINE ARTS,ARTS,8.479223689,23.91169338,14972.46429
Henry the Navigator,Portugal,PRT,41.162142,-8.621953,Europe,1394,Male,EXPLORERS,EXPLORATION,7.58601398,25.94505721,76712
Henry Purcell,UNITED KINGDOM,GBR,51.4995,-0.1333,Europe,1659,Male,MUSIC,ARTS,8.213604318,26.17661639,64638.6875
Henry I of England,United Kingdom,GBR,53.781789,-1.070309,Europe,1068,Male,GOVERNMENT,INSTITUTIONS,3.673076751,25.17351596,55042.5
Henry VII of England,United Kingdom,GBR,51.677678,-4.920694,Europe,1457,Male,GOVERNMENT,INSTITUTIONS,3.607445652,25.35538408,153830.9825
Henry VIII of England,United Kingdom,GBR,51.482222,-0.006667,Europe,1491,Male,GOVERNMENT,INSTITUTIONS,4.961557194,28.46558867,631188.4286
Herbert Simon,UNITED STATES,USA,43.05,-87.95,North America,1916,Male,SOCIAL SCIENCES,SCIENCE & TECHNOLOGY,14.73140567,24.05474518,25428.5814
Elagabalus,ITALY,ITA,41.9,12.5,Europe,203,Male,GOVERNMENT,INSTITUTIONS,8.11564058,26.24913565,47772.5
Henrik Ibsen,NORWAY,NOR,59.208056,9.552778,Europe,1828,Male,LANGUAGE,HUMANITIES,13.63421106,27.38805715,76917.91566
Helen Keller,UNITED STATES,USA,34.730839,-87.702854,North America,1880,Female,ACTIVISM,PUBLIC FIGURE,5.215637277,26.51090009,237778.7143
Donald Rumsfeld,UNITED STATES,USA,42.046389,-87.694722,North America,1932,Male,GOVERNMENT,INSTITUTIONS,3.935431104,23.65143567,105463.6667
Hafizullah Amin,AFGHANISTAN,AFG,34.583333,68.95,Asia,1929,Male,GOVERNMENT,INSTITUTIONS,7.192776569,22.21501592,21780.33333
Hergé,BELGIUM,BEL,50.833333,4.383333,Europe,1907,Male,DESIGN,ARTS,8.598577548,24.54254313,59956.98
Hank Aaron,UNITED STATES,USA,30.694444,-88.043056000000007,North America,1934,Male,TEAM SPORTS,SPORTS,2.284161135,21.86346626,132335.8462
Hunter S. Thompson,UNITED STATES,USA,38.25,-85.766667,North America,1937,Male,LANGUAGE,HUMANITIES,2.59288434,23.38965064,362993.0313
Hammurabi,Iraq,IRQ,32.536389,44.420833,Asia,-1796,Male,GOVERNMENT,INSTITUTIONS,10.72354007,28.74550644,65561
Humphry Davy,UNITED KINGDOM,GBR,50.119,-5.537,Europe,1778,Male,NATURAL SCIENCES,SCIENCE & TECHNOLOGY,7.766361228,25.01224955,31703.83051
Huneric,Unknown,UNK,NA,NA,Unknown,450,Male,GOVERNMENT,INSTITUTIONS,10.45115432,24.20023242,7545.461538
"Harold Alexander, 1st Earl Alexander of Tunis",UNITED KINGDOM,GBR,51.507222,-0.1275,Europe,1891,Male,MILITARY,INSTITUTIONS,13.12641838,22.72002792,7906
Henry Moseley,UNITED KINGDOM,GBR,50.613,-2.457,Europe,1887,Male,NATURAL SCIENCES,SCIENCE & TECHNOLOGY,4.478434354,22.81271316,57046.7931
Prince Harry of Wales,UNITED KINGDOM,GBR,51.5172,-0.173,Europe,1984,Male,GOVERNMENT,INSTITUTIONS,3.779065539,16.24918537,260344.5652
Harold Kroto,UNITED KINGDOM,GBR,52.66416,0.16031,Europe,1939,Male,NATURAL SCIENCES,SCIENCE & TECHNOLOGY,12.63714376,22.52701588,9909.611111
Isaac Asimov,Russia,RUS,53.966667,32.166667,Europe,1920,Male,LANGUAGE,HUMANITIES,8.420574004,27.22743578,143377.4831
İsmet İnönü,TURKEY,TUR,38.422,27.129,Asia,1884,Male,GOVERNMENT,INSTITUTIONS,4.375571197,24.0147601,51190.11364
Ingmar Bergman,SWEDEN,SWE,59.858056,17.644722,Europe,1918,Male,FILM AND THEATRE,ARTS,11.12236762,27.30549748,79760.17708
Isaac Newton,UNITED KINGDOM,GBR,52.809863,-0.62877,Europe,1642,Male,NATURAL SCIENCES,SCIENCE & TECHNOLOGY,11.08877577,30.28886726,313659.9424
Immanuel Kant,Russia,RUS,54.716667,20.516667,Europe,1724,Male,PHILOSOPHY,HUMANITIES,12.64372625,29.68821634,229960.2
Ice T,UNITED STATES,USA,40.72422,-74.172574,North America,1958,Male,MUSIC,ARTS,2.737393468,20.46324053,353778.5862
Iain Banks,UNITED KINGDOM,GBR,56.07192,-3.4393,Europe,1954,Male,LANGUAGE,HUMANITIES,2.597412302,17.95626661,71626.19231
Italo Calvino,CUBA,CUB,22.977778,-82.377778,North America,1923,Male,LANGUAGE,HUMANITIES,6.400329889,25.05227145,93962.0625
Imhotep,Egypt,EGY,29.844722,31.250833,Africa,-2650,Male,DESIGN,ARTS,9.475166958,28.62284123,75561.875
Iktinos,Unknown,UNK,NA,NA,Unknown,-450,Male,DESIGN,ARTS,14.7825643,24.84338155,8520.192308
Isaiah,Israel,ISR,NA,NA,Asia,-800,Male,RELIGION,INSTITUTIONS,5.949939164,26.87587973,80757.88372
I. M. Pei,China,CHN,23.133333,113.266667,Asia,1917,Male,DESIGN,ARTS,6.614341252,24.32351392,42550.84615
Indira Gandhi,India,IND,25.45,81.85,Asia,1917,Female,GOVERNMENT,INSTITUTIONS,5.95251871,25.91209208,119306.4388
Isaac,Israel,ISR,NA,NA,Asia,-3500,Male,RELIGION,INSTITUTIONS,8.117996813,28.35558995,77080.20968
Isaac Albéniz,SPAIN,ESP,42.315833,2.366667,Europe,1860,Male,MUSIC,ARTS,7.667520562,24.08216362,44449.46512
Ivar Aasen,NORWAY,NOR,63.608056,11.051667,Europe,1813,Male,LANGUAGE,HUMANITIES,5.584722684,23.3970885,20321.36111
Ibn Battuta,MOROCCO,MAR,35.766667,-5.8,Africa,1304,Male,EXPLORERS,EXPLORATION,8.0421865,26.40022772,56151.16667
Ian McKellen,UNITED KINGDOM,GBR,53.789,-2.248,Europe,1939,Male,FILM AND THEATRE,ARTS,5.315519745,24.66390334,295176.0408
Dennis Ritchie,United States,USA,40.94,-73.826111,North America,1941,Male,COMPUTER SCIENCE,SCIENCE & TECHNOLOGY,5.239890066,22.17021521,71514.29508
Isoroku Yamamoto,Japan,JPN,37.433333,138.833333,Asia,1884,Male,MILITARY,INSTITUTIONS,4.81218759,25.18058618,152564.0769
Irenaeus,Turkey,TUR,38.418611,27.139167,Asia,130,Male,RELIGION,INSTITUTIONS,7.563425887,26.28830303,39839
Ignatius of Antioch,Syria,SYR,NA,NA,Asia,100,Male,RELIGION,INSTITUTIONS,7.05319554,25.8249154,35634.15909
Isidore of Seville,SPAIN,ESP,37.6,-0.983333,Europe,560,Male,PHILOSOPHY,HUMANITIES,10.89615369,27.0254252,35791.7
Isaac Bashevis Singer,POLAND,POL,52.4,20.55,Europe,1902,Male,LANGUAGE,HUMANITIES,12.11683536,25.66962037,27318.69841
John Woo,China,CHN,23.133333,113.266667,Asia,1946,Male,FILM AND THEATRE,ARTS,5.360245196,23.54755717,128996.3214
Joshua Jackson,CANADA,CAN,49.25,-123.1,North America,1978,Male,FILM AND THEATRE,ARTS,4.892920854,19.00146032,302592.2258
John Ray,UNITED KINGDOM,GBR,51.8519,0.566,Europe,1627,Male,NATURAL SCIENCES,SCIENCE & TECHNOLOGY,4.951799866,22.45458622,21205.42308
James Joyce,Ireland,IRL,53.311667,-6.274333,Europe,1882,Male,LANGUAGE,HUMANITIES,8.454606299,27.61734603,96550.48246
Jonathan Swift,IRELAND,IRL,53.347778,-6.259722,Europe,1667,Male,LANGUAGE,HUMANITIES,8.453282081,26.92332039,75717.9726
James Cameron,CANADA,CAN,49.416667,-82.433333,North America,1954,Male,FILM AND THEATRE,ARTS,5.477145685,23.43953631,290244.2571
John Stuart Mill,United Kingdom,GBR,51.535,-0.1031,Europe,1806,Male,SOCIAL SCIENCES,SCIENCE & TECHNOLOGY,7.740992956,26.91183971,145817.0806
James Cook,UNITED KINGDOM,GBR,54.5406,-1.2124,Europe,1728,Male,EXPLORERS,EXPLORATION,9.292154692,28.08931534,102072.2087
Joseph Stalin,Georgia,GEO,41.966667,44.1,Asia,1878,Male,GOVERNMENT,INSTITUTIONS,10.7461468,28.93169628,320213.1418
James Spader,UNITED STATES,USA,42.358056,-71.063611,North America,1960,Male,FILM AND THEATRE,ARTS,2.959648048,19.65566112,245452.1429
Johannes Kepler,Germany,DEU,48.750833,8.870556,Europe,1571,Male,NATURAL SCIENCES,SCIENCE & TECHNOLOGY,10.44867377,28.14565477,118859.0857
John Bardeen,UNITED STATES,USA,43.066667,-89.4,North America,1908,Male,NATURAL SCIENCES,SCIENCE & TECHNOLOGY,11.46687591,24.53878334,23928.69231
Jim Jarmusch,United States,USA,41.145556,-81.496667,North America,1953,Male,FILM AND THEATRE,ARTS,6.957057855,23.2913536,110784.1081
Johannes Gutenberg,Germany,DEU,50,8.266667,Europe,1398,Male,INVENTION,SCIENCE & TECHNOLOGY,11.47208929,28.8534829,108458.9907
James Brown,UNITED STATES,USA,33.244444,-81.363333,North America,1933,Male,MUSIC,ARTS,6.637451273,26.1846769,200526.6207
Jules Verne,FRANCE,FRA,47.2181,-1.5528,Europe,1828,Male,LANGUAGE,HUMANITIES,12.4540483,26.79347338,238688.4896
Johannes Rau,GERMANY,DEU,51.266667,7.183333,Europe,1931,Male,GOVERNMENT,INSTITUTIONS,6.142566632,23.6714799,26597.92453
Joseph Goebbels,GERMANY,DEU,51.166667,6.45,Europe,1897,Male,GOVERNMENT,INSTITUTIONS,9.327462777,27.60439156,234758.9155
Jorge Luis Borges,ARGENTINA,ARG,-34.603333,-58.381667,South America,1899,Male,LANGUAGE,HUMANITIES,8.27608628,25.52581445,181760.6931
Jane Austen,UNITED KINGDOM,GBR,51.2303,-1.2189,Europe,1775,Female,LANGUAGE,HUMANITIES,8.126610814,26.90395627,273167.0714
John Hancock,United States,USA,42.206,-71.005,North America,1737,Male,GOVERNMENT,INSTITUTIONS,2.592334738,23.23228174,114304.1
Joseph Conrad,Ukraine,UKR,49.9,28.566667,Europe,1857,Male,LANGUAGE,HUMANITIES,7.41397325,26.2674146,86888.59016
John Updike,United States,USA,40.341667,-75.926389,North America,1932,Male,LANGUAGE,HUMANITIES,3.605022094,21.99326008,69240.06383
Edward Jenner,UNITED KINGDOM,GBR,51.691,-2.459,Europe,1749,Male,MEDICINE,SCIENCE & TECHNOLOGY,6.696175529,25.79737878,55246.85135
Joshua Reynolds,UNITED KINGDOM,GBR,50.386,-4.051,Europe,1723,Male,FINE ARTS,ARTS,5.782744031,24.08058099,28138.89189
Joseph Schumpeter,CZECH REPUBLIC,CZE,49.293056,15.484444,Europe,1883,Male,SOCIAL SCIENCES,SCIENCE & TECHNOLOGY,8.663361644,25.39514005,87888.2381
John Lee Hooker,UNITED STATES,USA,34.197778,-90.571944,North America,1917,Male,MUSIC,ARTS,6.013784147,24.9630768,92467.83333
Jean Cocteau,France,FRA,48.9469,2.1456,Europe,1889,Male,LANGUAGE,HUMANITIES,9.104936725,26.23794715,79928.05
John Donne,UNITED KINGDOM,GBR,51.507222,-0.1275,Europe,1572,Male,LANGUAGE,HUMANITIES,4.075888197,25.08057207,77417.64444
John Lennon,UNITED KINGDOM,GBR,53.4,-3,Europe,1940,Male,MUSIC,ARTS,8.170949385,27.49159044,575654.3465
John Cleese,UNITED KINGDOM,GBR,51.346,-2.977,Europe,1939,Male,FILM AND THEATRE,ARTS,4.108857316,24.74571085,185407.3542
J. R. R. Tolkien,SOUTH AFRICA,ZAF,-29.116667,26.216667,Africa,1892,Male,LANGUAGE,HUMANITIES,8.419671242,26.90239177,193000.8909
Percival Lowell,UNITED STATES,USA,42.358056,-71.063611,North America,1855,Male,NATURAL SCIENCES,SCIENCE & TECHNOLOGY,6.738045361,22.8204577,19600
John Major,UNITED KINGDOM,GBR,51.3652,-0.1676,Europe,1943,Male,GOVERNMENT,INSTITUTIONS,4.889344995,23.46639536,65019.74576
John A. Macdonald,United Kingdom,GBR,55.858,-4.259,Europe,1815,Male,GOVERNMENT,INSTITUTIONS,2.227593987,21.99747997,61483.81818
John Diefenbaker,Canada,CAN,44.08,-81,North America,1895,Male,GOVERNMENT,INSTITUTIONS,2.446013397,20.89415653,37022.27586
Frank Abagnale,United States,USA,40.94,-73.826111,North America,1948,Male,OUTLAWS,PUBLIC FIGURE,2.605775059,21.9970733,255323.5938
John Wilkes Booth,United States,USA,39.536667,-76.348333,North America,1838,Male,OUTLAWS,PUBLIC FIGURE,3.773979064,24.30409096,194745.0227
Dan Quayle,UNITED STATES,USA,39.791,-86.148,North America,1947,Male,GOVERNMENT,INSTITUTIONS,2.632790389,21.35692189,90027.92683
Julius Caesar,Italy,ITA,41.9,12.5,Europe,-100,Male,GOVERNMENT,INSTITUTIONS,10.80139172,31.1161389,336630.8203
J. G. Ballard,China,CHN,NA,NA,Asia,1930,Male,LANGUAGE,HUMANITIES,4.882708418,22.264517,61882.18182
John Calvin,FRANCE,FRA,49.5817,2.9997,Europe,1509,Male,RELIGION,INSTITUTIONS,9.323889558,28.17701752,119072.2278
Judit Polgár,Hungary,HUN,47.4925,19.051389,Europe,1976,Female,INDIVIDUAL SPORTS,SPORTS,5.636308825,16.01243018,33535.13953
Jean-Jacques Rousseau,SWITZERLAND,CHE,46.2,6.15,Europe,1712,Male,PHILOSOPHY,HUMANITIES,11.27913314,29.16282153,249048.8019
John von Neumann,Hungary,HUN,47.4925,19.051389,Europe,1903,Male,MATH,SCIENCE & TECHNOLOGY,10.64430431,26.84334321,106779.2754
James Madison,UNITED STATES,USA,38.177222,-77.186111,North America,1751,Male,GOVERNMENT,INSTITUTIONS,3.470730059,25.58912259,94728.95918
James Hutton,UNITED KINGDOM,GBR,55.953056,-3.188889,Europe,1726,Male,NATURAL SCIENCES,SCIENCE & TECHNOLOGY,4.480483849,23.45018639,31625.44737
Jerry Lewis,UNITED STATES,USA,40.72422,-74.172574,North America,1926,Male,FILM AND THEATRE,ARTS,4.32488897,24.10793803,300946.4138
James Monroe,UNITED STATES,USA,38.2398519,-76.9921947,North America,1758,Male,GOVERNMENT,INSTITUTIONS,5.544205694,25.93014132,55110.23158
James K. Polk,United States,USA,35.085737,-80.888167,North America,1795,Male,GOVERNMENT,INSTITUTIONS,3.437305279,24.59816548,54555.22989
Jimmy Carter,United States,USA,32.033611,-84.393333,North America,1924,Male,GOVERNMENT,INSTITUTIONS,5.064874889,26.46479082,201643.7596
John Napier,UNITED KINGDOM,GBR,55.933333,-3.213889,Europe,1550,Male,MATH,SCIENCE & TECHNOLOGY,8.153975486,25.83841619,38738.71698
Jerome,CROATIA,HRV,46.5,16.283333,Europe,347,Male,RELIGION,INSTITUTIONS,8.980994796,27.32428247,60879.38596
John Irving,United States,USA,42.981389,-70.947778,North America,1942,Male,LANGUAGE,HUMANITIES,6.340612256,23.9531076,124266.5
Justus von Liebig,GERMANY,DEU,49.866667,8.65,Europe,1803,Male,NATURAL SCIENCES,SCIENCE & TECHNOLOGY,8.81583009,25.30207011,29035.06818
J. K. Rowling,UNITED KINGDOM,GBR,51.5402,-2.410989,Europe,1965,Female,LANGUAGE,HUMANITIES,7.34141868,22.9001905,244277.2527
Jan Hus,CZECH REPUBLIC,CZE,49.053056,13.985,Europe,1372,Male,ACTIVISM,PUBLIC FIGURE,11.90183515,27.55952811,78533.37037
J. Edgar Hoover,United States,USA,NA,NA,North America,1895,Male,LAW,BUSINESS & LAW,3.459723862,23.3846132,482368.7353
Herman Hollerith,UNITED STATES,USA,42.904722,-78.849444,North America,1860,Male,INVENTION,SCIENCE & TECHNOLOGY,6.912283876,24.32011596,47510.42105
Johann Bayer,Germany,DEU,48.683333,10.916667,Europe,1572,Male,NATURAL SCIENCES,SCIENCE & TECHNOLOGY,16.34136779,24.45833534,6475
David Boreanaz,UNITED STATES,USA,42.904722,-78.849444,North America,1969,Male,FILM AND THEATRE,ARTS,4.400745317,20.47660792,271899.3235
Juan Gris,SPAIN,ESP,40.4,-3.683333,Europe,1887,Male,FINE ARTS,ARTS,10.26449022,22.98671664,108732.0909
Joseph Haydn,AUSTRIA,AUT,48.066667,16.85,Europe,1732,Male,MUSIC,ARTS,11.90702194,28.08079984,134005.2169
Jimi Hendrix,UNITED STATES,USA,47.609722,-122.333056,North America,1942,Male,MUSIC,ARTS,7.672649819,27.92576209,475428.2892
Johann Elert Bode,Germany,DEU,53.565278,10.001389,Europe,1747,Male,NATURAL SCIENCES,SCIENCE & TECHNOLOGY,12.67703141,23.24516881,6738.793103
John Wayne,UNITED STATES,USA,41.335833,-94.013889,North America,1907,Male,FILM AND THEATRE,ARTS,4.85841702,26.28598497,257134.48
Ralph Waldo Emerson,UNITED STATES,USA,42.358056,-71.063611,North America,1803,Male,LANGUAGE,HUMANITIES,3.88996967,25.69309445,127693.0152
Jehoshaphat,Israel,ISR,NA,NA,Asia,-896,Male,RELIGION,INSTITUTIONS,5.086411948,23.94905981,20190.10345
Joshua,Egypt,EGY,NA,NA,Africa,-1550,Male,RELIGION,INSTITUTIONS,4.845046553,26.56332738,93153.268290000007
Jeroboam,Israel,ISR,NA,NA,Asia,-950,Male,GOVERNMENT,INSTITUTIONS,6.777747566,25.14032365,26893.86667
John the Baptist,Israel,ISR,NA,NA,Asia,-5,Male,RELIGION,INSTITUTIONS,12.04396355,29.08645931,137206.7436
Jefferson Davis,UNITED STATES,USA,36.843333,-87.303889,North America,1808,Male,GOVERNMENT,INSTITUTIONS,3.070377969,24.220647,129713.6471
James Watt,UNITED KINGDOM,GBR,55.94957,-4.76415,Europe,1736,Male,INVENTION,SCIENCE & TECHNOLOGY,12.92294815,27.99138213,79824.57843
John Locke,UNITED KINGDOM,GBR,51.3617,-2.7606,Europe,1632,Male,PHILOSOPHY,HUMANITIES,8.152771407,28.74251551,232941.9798
Jacques Lacan,FRANCE,FRA,48.8567,2.3508,Europe,1901,Male,SOCIAL SCIENCES,SCIENCE & TECHNOLOGY,8.302942439,26.02339244,119432.7347
John James Richard Macleod,UNITED KINGDOM,GBR,56.577645,-3.451953,Europe,1876,Male,NATURAL SCIENCES,SCIENCE & TECHNOLOGY,13.39576418,21.97885322,4508.842105
John Roberts,UNITED STATES,USA,42.904722,-78.849444,North America,1955,Male,GOVERNMENT,INSTITUTIONS,2.47971403,18.42253815,62766.42424
John Dewey,United States,USA,44.475833,-73.211944,North America,1859,Male,SOCIAL SCIENCES,SCIENCE & TECHNOLOGY,7.178530089,26.20901222,132203.8364
Jackie Robinson,United States,USA,30.883333,-84.216667,North America,1919,Male,TEAM SPORTS,SPORTS,1.986511632,21.62867268,327129.3438
Justinian I,Republic of Macedonia,MKD,NA,NA,Europe,483,Male,GOVERNMENT,INSTITUTIONS,10.91252675,28.35119368,83310.33333
John Milton,United Kingdom,GBR,51.5141,-0.0937,Europe,1608,Male,LANGUAGE,HUMANITIES,5.771827935,26.44450933,88550.1875
Jeffrey Dahmer,United States,USA,43.008056,-88.018333,North America,1960,Male,OUTLAWS,PUBLIC FIGURE,3.303166961,21.62124274,667511.1852
Jonah,Israel,ISR,NA,NA,Asia,-800,Male,RELIGION,INSTITUTIONS,3.525843513,25.52747281,86713.77419
Jim Henson,UNITED STATES,USA,33.398611,-91.048333,North America,1936,Male,FILM AND THEATRE,ARTS,3.778671344,21.94160615,211279.7692
Jordanes,Unknown,UNK,NA,NA,Unknown,500,Male,LANGUAGE,HUMANITIES,10.52598379,25.53095208,12087.23684
Jawaharlal Nehru,India,IND,25.45,81.85,Asia,1889,Male,GOVERNMENT,INSTITUTIONS,4.386312488,24.73745691,95017
Janis Joplin,United States,USA,29.885,-93.94,North America,1943,Female,MUSIC,ARTS,7.455022688,26.34541385,377664.5789
Jacques-Yves Cousteau,FRANCE,FRA,44.9956,-0.4447,Europe,1910,Male,EXPLORERS,EXPLORATION,9.639538297,25.40125595,77596.51667
James Stewart,United States,USA,40.616667,-79.15,North America,1908,Male,FILM AND THEATRE,ARTS,4.886572473,24.31915476,140254.5741
Edgar Rice Burroughs,UNITED STATES,USA,41.836944,-87.684722,North America,1875,Male,LANGUAGE,HUMANITIES,4.341810961,22.64238905,74387.57778
James Randi,Canada,CAN,43.7,-79.4,North America,1928,Male,MEDIA PERSONALITY,PUBLIC FIGURE,3.983276401,23.14479746,105503.2
Jürgen Habermas,GERMANY,DEU,51.233333,6.783333,Europe,1929,Male,PHILOSOPHY,HUMANITIES,10.02390339,26.23681432,113553.5636
Francis Fukuyama,United States,USA,41.8,-87.59,North America,1952,Male,SOCIAL SCIENCES,SCIENCE & TECHNOLOGY,8.685455528,23.2514005,60975.23256
Jahangir,India,IND,27.091,77.661,Asia,1569,Male,GOVERNMENT,INSTITUTIONS,2.872227634,22.8040071,47640.22222
Julian the Apostate,Turkey,TUR,41.01224,28.976018,Asia,330,Male,GOVERNMENT,INSTITUTIONS,8.559268372,26.37264194,34655.82692
Jackson Pollock,UNITED STATES,USA,44.523333,-109.057222,North America,1912,Male,FINE ARTS,ARTS,6.970521612,25.37505363,169089.4557
Jet Li,China,CHN,39.916667,116.383333,Asia,1963,Male,FILM AND THEATRE,ARTS,8.394246767,23.22730507,420854.8333
Jean-François Millet,France,FRA,49.675,-1.8,Europe,1814,Male,FINE ARTS,ARTS,9.756804304,25.64935489,70605.75
Chad Michael Murray,UNITED STATES,USA,42.904722,-78.849444,North America,1981,Male,FILM AND THEATRE,ARTS,5.870568497,19.69709749,362300.8611
John Dowland,UNITED KINGDOM,GBR,51.507222,-0.1275,Europe,1563,Male,MUSIC,ARTS,7.520196418,24.76221492,35466.5
John James Audubon,HAITI,HTI,18.2,-73.75,North America,1785,Male,FINE ARTS,ARTS,6.898781722,22.58515931,105657.8667
Joseph McCarthy,UNITED STATES,USA,44.281667,-88.438056,North America,1908,Male,GOVERNMENT,INSTITUTIONS,3.010155317,23.82679948,164039.8293
Samuel Morse,UNITED STATES,USA,42.375278,-71.064444,North America,1791,Male,INVENTION,SCIENCE & TECHNOLOGY,11.16693061,24.51721335,105263.1429
John Chrysostom,Turkey,TUR,36.2,36.15,Asia,347,Male,RELIGION,INSTITUTIONS,10.72793344,26.95513504,42948.68519
Hugh Hefner,UNITED STATES,USA,41.836944,-87.684722,North America,1926,Male,BUSINESS,BUSINESS & LAW,3.662704237,24.65725199,546871.9474
Johannes Brahms,Germany,DEU,53.565278,10.001389,Europe,1833,Male,MUSIC,ARTS,11.90913898,27.68433093,80213.08738
Jean-Paul Sartre,FRANCE,FRA,48.8567,2.3508,Europe,1905,Male,LANGUAGE,HUMANITIES,11.3863318,28.15312347,179335.8019
Jack Ruby,UNITED STATES,USA,41.836944,-87.684722,North America,1911,Male,OUTLAWS,PUBLIC FIGURE,3.898099269,22.90102804,230574.5
James D. Watson,UNITED STATES,USA,41.836944,-87.684722,North America,1928,Male,NATURAL SCIENCES,SCIENCE & TECHNOLOGY,13.52090304,25.10009001,44061.58333
Mae West,United States,USA,40.694167,-73.918611,North America,1893,Female,FILM AND THEATRE,ARTS,3.248424633,24.13619943,125116.2632
Justin Martyr,Palestine,PSE,32.220278,35.278889,Asia,100,Male,RELIGION,INSTITUTIONS,6.695416552,25.98783978,34794.32558
Jadwiga of Poland,Hungary,HUN,47.466667,19.05,Europe,1373,Female,GOVERNMENT,INSTITUTIONS,3.859634836,24.97670738,45371.31579
Joni Mitchell,CANADA,CAN,49.725583,-113.397528,North America,1943,Female,MUSIC,ARTS,3.777866647,23.77101477,184939.1818
John Carew Eccles,Australia,AUS,-37.813611,144.963056,Oceania,1903,Male,MEDICINE,SCIENCE & TECHNOLOGY,16.13304041,23.38737012,7665.433333
Jalal ad-Din Muhammad Rumi,TAJIKISTAN,TJK,37.710833,68.831111,Asia,1207,Male,LANGUAGE,HUMANITIES,7.207218436,26.86293224,104932.9853
Ursula K. Le Guin,UNITED STATES,USA,37.871667,-122.272778,North America,1929,Female,LANGUAGE,HUMANITIES,6.259979016,24.10370873,60033.30233
Jerome K. Jerome,UNITED KINGDOM,GBR,52.58,-1.98,Europe,1859,Male,LANGUAGE,HUMANITIES,6.628681124,23.20952245,26942.61765
John Keats,United Kingdom,GBR,51.517943,-0.088491,Europe,1795,Male,LANGUAGE,HUMANITIES,4.608197505,25.43447788,116932.9508
Japheth,Unknown,UNK,NA,NA,Unknown,-3500,Male,RELIGION,INSTITUTIONS,11.40845343,27.29052687,34885.55263
John Wycliffe,United Kingdom,GBR,54.38,-1.719,Europe,1328,Male,PHILOSOPHY,HUMANITIES,5.714992128,25.35664337,45656.16327
Julia Kristeva,BULGARIA,BGR,42.683333,26.333333,Europe,1941,Female,PHILOSOPHY,HUMANITIES,7.471937432,23.35328439,40846.6129
Josephus,Israel,ISR,31.783333,35.216667,Asia,37,Male,HISTORY,HUMANITIES,8.65187675,27.76907964,71207.16364
John Pople,UNITED KINGDOM,GBR,51.2376,-2.9935,Europe,1925,Male,NATURAL SCIENCES,SCIENCE & TECHNOLOGY,11.21546578,22.76983155,7775.514286
Jennifer Connelly,UNITED STATES,USA,42.302222,-73.995556,North America,1970,Female,FILM AND THEATRE,ARTS,4.934574167,21.27949479,360216.5333
Jeanne d'Arc,France,FRA,48.4431,5.6758,Europe,1412,Female,MILITARY,INSTITUTIONS,10.39371425,29.55662307,268546.2115
Jacob Grimm,Germany,DEU,50.133333,8.916667,Europe,1785,Male,LANGUAGE,HUMANITIES,9.534713859,24.13667594,30323.37838
Steve Vai,United States,USA,40.7525,-73.610278,North America,1960,Male,MUSIC,ARTS,6.945045216,23.40625336,213699.7632
